name,href,page,physical_damage,min_physical_damage,max_physical_damage,avg_physical_damage,critical_hit_chance,attacks_per_second,requirements,required_level,required_dex,implicit
Runeforged Feathered Tiara,Runeforged_Feathered_Tiara,Helmets_int,,,,,,,"Level 33 , 48 Int",33,,
Runeforged Gold Circlet,Runeforged_Gold_Circlet,Helmets_int,,,,,,,"Level 40 , 58 Int",40,,
Runeforged Vermeil Circlet,Runeforged_Vermeil_Circlet,Helmets_int,,,,,,,"Level 45 , 64 Int",45,,
Runeforged Jade Tiara,Runeforged_Jade_Tiara,Helmets_int,,,,,,,"Level 50 , 71 Int",50,,
Runeforged Sandsworn Tiara,Runeforged_Sandsworn_Tiara,Helmets_int,,,,,,,"Level 54 , 77 Int",54,,
Runeforged Jungle Tiara,Runeforged_Jungle_Tiara,Helmets_int,,,,,,,"Level 59 , 83 Int",59,,
Runeforged Skycrown Tiara,Runeforged_Skycrown_Tiara,Helmets_int,,,,,,,"Level 65 , 91 Int",65,,
Runeforged Sorcerous Tiara,Runeforged_Sorcerous_Tiara,Helmets_int,,,,,,,"Level 70 , 99 Int",70,,
Runeforged Kamasan Tiara,Runeforged_Kamasan_Tiara,Helmets_int,,,,,,,"Level 75 , 107 Int",75,,
Runeforged Ancestral Tiara,Runeforged_Ancestral_Tiara,Helmets_int,,,,,,,"Level 80 , 115 Int",80,,
Runemastered Twig Circlet,Runemastered_Twig_Circlet,Helmets_int,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Wicker Tiara,Runemastered_Wicker_Tiara,Helmets_int,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Beaded Circlet,Runemastered_Beaded_Circlet,Helmets_int,,,,,,,"Level 38 , 54 Int",38,,
Runemastered Chain Tiara,Runemastered_Chain_Tiara,Helmets_int,,,,,,,"Level 40 , 58 Int",40,,
Runemastered Feathered Tiara,Runemastered_Feathered_Tiara,Helmets_int,,,,,,,"Level 55 , 78 Int",55,,
Runemastered Gold Circlet,Runemastered_Gold_Circlet,Helmets_int,,,,,,,"Level 55 , 78 Int",55,,
Runemastered Vermeil Circlet,Runemastered_Vermeil_Circlet,Helmets_int,,,,,,,"Level 55 , 78 Int",55,,
Runemastered Jade Tiara,Runemastered_Jade_Tiara,Helmets_int,,,,,,,"Level 65 , 91 Int",65,,
Runemastered Twilight Tiara,Runemastered_Twilight_Tiara,Helmets_int,,,,,,,"Level 65 , 91 Int",65,,
Runemastered Magus Tiara,Runemastered_Magus_Tiara,Helmets_int,,,,,,,"Level 65 , 91 Int",65,,
Brimmed Helm,Brimmed_Helm,Helmets_str_dex,,,,,,,"Level 5 , 7 Str , 7 Dex",5,7,
Guarded Helm,Guarded_Helm,Helmets_str_dex,,,,,,,"Level 11 , 11 Str , 11 Dex",11,11,
Visored Helm,Visored_Helm,Helmets_str_dex,,,,,,,"Level 16 , 15 Str , 15 Dex",16,15,
Cowled Helm,Cowled_Helm,Helmets_str_dex,,,,,,,"Level 26 , 22 Str , 22 Dex",26,22,
Shielded Helm,Shielded_Helm,Helmets_str_dex,,,,,,,"Level 33 , 27 Str , 27 Dex",33,27,
Closed Helm,Closed_Helm,Helmets_str_dex,,,,,,,"Level 45 , 36 Str , 36 Dex",45,36,
Decorated Helm,Decorated_Helm,Helmets_str_dex,,,,,,,"Level 52 , 41 Str , 41 Dex",52,41,
Gallant Helm,Gallant_Helm,Helmets_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,
Ancient Visor,Ancient_Visor,Helmets_str_dex,,,,,,,"Level 65 , 59 Str , 59 Dex",65,59,
Domed Helm,Domed_Helm,Helmets_str_dex,,,,,,,"Level 45 , 36 Str , 36 Dex",45,36,
Engraved Helm,Engraved_Helm,Helmets_str_dex,,,,,,,"Level 48 , 38 Str , 38 Dex",48,38,
Soldier Helm,Soldier_Helm,Helmets_str_dex,,,,,,,"Level 51 , 40 Str , 40 Dex",51,40,
Cabalist Helm,Cabalist_Helm,Helmets_str_dex,,,,,,,"Level 54 , 42 Str , 42 Dex",54,42,
Cassis Helm,Cassis_Helm,Helmets_str_dex,,,,,,,"Level 59 , 46 Str , 46 Dex",59,46,
Warded Helm,Warded_Helm,Helmets_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,
Cryptic Helm,Cryptic_Helm,Helmets_str_dex,,,,,,,"Level 70 , 54 Str , 54 Dex",70,54,
Champion Helm,Champion_Helm,Helmets_str_dex,,,,,,,"Level 75 , 59 Str , 59 Dex",75,59,
Gladiatorial Helm,Gladiatorial_Helm,Helmets_str_dex,,,,,,,"Level 80 , 63 Str , 63 Dex",80,63,
Runeforged Brimmed Helm,Runeforged_Brimmed_Helm,Helmets_str_dex,,,,,,,"Level 5 , 7 Str , 7 Dex",5,7,
Runeforged Guarded Helm,Runeforged_Guarded_Helm,Helmets_str_dex,,,,,,,"Level 11 , 11 Str , 11 Dex",11,11,
Runeforged Visored Helm,Runeforged_Visored_Helm,Helmets_str_dex,,,,,,,"Level 16 , 15 Str , 15 Dex",16,15,
Runeforged Cowled Helm,Runeforged_Cowled_Helm,Helmets_str_dex,,,,,,,"Level 26 , 22 Str , 22 Dex",26,22,
Runeforged Shielded Helm,Runeforged_Shielded_Helm,Helmets_str_dex,,,,,,,"Level 33 , 27 Str , 27 Dex",33,27,
Runeforged Closed Helm,Runeforged_Closed_Helm,Helmets_str_dex,,,,,,,"Level 45 , 36 Str , 36 Dex",45,36,
Runeforged Cabalist Helm,Runeforged_Cabalist_Helm,Helmets_str_dex,,,,,,,"Level 54 , 42 Str , 42 Dex",54,42,
Runeforged Gladiatorial Helm,Runeforged_Gladiatorial_Helm,Helmets_str_dex,,,,,,,"Level 59 , 46 Str , 46 Dex",59,46,
Runeforged Warded Helm,Runeforged_Warded_Helm,Helmets_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,
Runeforged Cryptic Helm,Runeforged_Cryptic_Helm,Helmets_str_dex,,,,,,,"Level 70 , 54 Str , 54 Dex",70,54,
Runeforged Champion Helm,Runeforged_Champion_Helm,Helmets_str_dex,,,,,,,"Level 75 , 59 Str , 59 Dex",75,59,
Runeforged Gladiatorial Helm,Runeforged_Gladiatorial_Helm,Helmets_str_dex,,,,,,,"Level 80 , 63 Str , 63 Dex",80,63,
Runemastered Brimmed Helm,Runemastered_Brimmed_Helm,Helmets_str_dex,,,,,,,"Level 38 , 31 Str , 31 Dex",38,31,
Runemastered Guarded Helm,Runemastered_Guarded_Helm,Helmets_str_dex,,,,,,,"Level 38 , 31 Str , 31 Dex",38,31,
Runemastered Visored Helm,Runemastered_Visored_Helm,Helmets_str_dex,,,,,,,"Level 38 , 31 Str , 31 Dex",38,31,
Runemastered Cowled Helm,Runemastered_Cowled_Helm,Helmets_str_dex,,,,,,,"Level 40 , 32 Str , 32 Dex",40,32,
Runemastered Shielded Helm,Runemastered_Shielded_Helm,Helmets_str_dex,,,,,,,"Level 55 , 43 Str , 43 Dex",55,43,
Runemastered Decorated Helm,Runemastered_Decorated_Helm,Helmets_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,
Runemastered Ancient Visor,Runemastered_Ancient_Visor,Helmets_str_dex,,,,,,,"Level 65 , 59 Str , 59 Dex",65,59,
Iron Crown,Iron_Crown,Helmets_str_int,,,,,,,"Level 5 , 7 Str , 7 Int",5,,
Horned Crown,Horned_Crown,Helmets_str_int,,,,,,,"Level 10 , 10 Str , 10 Int",10,,
Cultist Crown,Cultist_Crown,Helmets_str_int,,,,,,,"Level 16 , 15 Str , 15 Int",16,,
Martyr Crown,Martyr_Crown,Helmets_str_int,,,,,,,"Level 28 , 23 Str , 23 Int",28,,
Heavy Crown,Heavy_Crown,Helmets_str_int,,,,,,,"Level 33 , 27 Str , 27 Int",33,,
Spiritbone Crown,Spiritbone_Crown,Helmets_str_int,,,,,,,"Level 45 , 36 Str , 36 Int",45,,
Lavish Crown,Lavish_Crown,Helmets_str_int,,,,,,,"Level 52 , 41 Str , 41 Int",52,,
Archon Crown,Archon_Crown,Helmets_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,
Tenebrous Crown,Tenebrous_Crown,Helmets_str_int,,,,,,,"Level 65 , 59 Str , 59 Int",65,,
Mailed Crown,Mailed_Crown,Helmets_str_int,,,,,,,"Level 45 , 36 Str , 36 Int",45,,
Forest Crown,Forest_Crown,Helmets_str_int,,,,,,,"Level 48 , 38 Str , 38 Int",48,,
Zealot Crown,Zealot_Crown,Helmets_str_int,,,,,,,"Level 51 , 40 Str , 40 Int",51,,
Hallowed Crown,Hallowed_Crown,Helmets_str_int,,,,,,,"Level 54 , 42 Str , 42 Int",54,,
Inquisitor Crown,Inquisitor_Crown,Helmets_str_int,,,,,,,"Level 59 , 46 Str , 46 Int",59,,
Druidic Crown,Druidic_Crown,Helmets_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,
Saintly Crown,Saintly_Crown,Helmets_str_int,,,,,,,"Level 70 , 54 Str , 54 Int",70,,
Divine Crown,Divine_Crown,Helmets_str_int,,,,,,,"Level 75 , 59 Str , 59 Int",75,,
Cryptic Crown,Cryptic_Crown,Helmets_str_int,,,,,,,"Level 80 , 63 Str , 63 Int",80,,
Runeforged Iron Crown,Runeforged_Iron_Crown,Helmets_str_int,,,,,,,"Level 5 , 7 Str , 7 Int",5,,
Runeforged Horned Crown,Runeforged_Horned_Crown,Helmets_str_int,,,,,,,"Level 10 , 10 Str , 10 Int",10,,
Runeforged Cultist Crown,Runeforged_Cultist_Crown,Helmets_str_int,,,,,,,"Level 16 , 15 Str , 15 Int",16,,
Runeforged Martyr Crown,Runeforged_Martyr_Crown,Helmets_str_int,,,,,,,"Level 28 , 23 Str , 23 Int",28,,
Runeforged Heavy Crown,Runeforged_Heavy_Crown,Helmets_str_int,,,,,,,"Level 33 , 27 Str , 27 Int",33,,
Runeforged Spiritbone Crown,Runeforged_Spiritbone_Crown,Helmets_str_int,,,,,,,"Level 45 , 36 Str , 36 Int",45,,
Runeforged Hallowed Crown,Runeforged_Hallowed_Crown,Helmets_str_int,,,,,,,"Level 54 , 42 Str , 42 Int",54,,
Runeforged Inquisitor Crown,Runeforged_Inquisitor_Crown,Helmets_str_int,,,,,,,"Level 59 , 46 Str , 46 Int",59,,
Runeforged Druidic Crown,Runeforged_Druidic_Crown,Helmets_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,
Runeforged Saintly Crown,Runeforged_Saintly_Crown,Helmets_str_int,,,,,,,"Level 70 , 54 Str , 54 Int",70,,
Runeforged Divine Crown,Runeforged_Divine_Crown,Helmets_str_int,,,,,,,"Level 75 , 59 Str , 59 Int",75,,
Runeforged Cryptic Crown,Runeforged_Cryptic_Crown,Helmets_str_int,,,,,,,"Level 80 , 63 Str , 63 Int",80,,
Runemastered Iron Crown,Runemastered_Iron_Crown,Helmets_str_int,,,,,,,"Level 38 , 31 Str , 31 Int",38,,
Runemastered Horned Crown,Runemastered_Horned_Crown,Helmets_str_int,,,,,,,"Level 38 , 31 Str , 31 Int",38,,
Runemastered Cultist Crown,Runemastered_Cultist_Crown,Helmets_str_int,,,,,,,"Level 38 , 31 Str , 31 Int",38,,
Runemastered Martyr Crown,Runemastered_Martyr_Crown,Helmets_str_int,,,,,,,"Level 40 , 32 Str , 32 Int",40,,
Runemastered Heavy Crown,Runemastered_Heavy_Crown,Helmets_str_int,,,,,,,"Level 55 , 43 Str , 43 Int",55,,
Runemastered Spiritbone Crown,Runemastered_Spiritbone_Crown,Helmets_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,Has 3 Sockets
Runemastered Spiritbone Crown,Runemastered_Spiritbone_Crown,Helmets_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,(25 - 50) % increased Runic Ward Regeneration Rate | +250 Intelligence Requirement | 100 % reduced Duration of Curses on you
Runemastered Spiritbone Crown,Runemastered_Spiritbone_Crown,Helmets_str_int,,,,,,,"Level 65 , 50 Str , 50 Int",65,,"Every 5 seconds, gain a Verisium Infusion"
Runemastered Tenebrous Crown,Runemastered_Tenebrous_Crown,Helmets_str_int,,,,,,,"Level 65 , 59 Str , 59 Int",65,,
Hewn Mask,Hewn_Mask,Helmets_dex_int,,,,,,,"Level 5 , 7 Dex , 7 Int",5,7,
Face Mask,Face_Mask,Helmets_dex_int,,,,,,,"Level 10 , 10 Dex , 10 Int",10,10,
Hooded Mask,Hooded_Mask,Helmets_dex_int,,,,,,,"Level 16 , 15 Dex , 15 Int",16,15,
Veiled Mask,Veiled_Mask,Helmets_dex_int,,,,,,,"Level 28 , 23 Dex , 23 Int",28,23,
Tribal Mask,Tribal_Mask,Helmets_dex_int,,,,,,,"Level 33 , 27 Dex , 27 Int",33,27,
Solid Mask,Solid_Mask,Helmets_dex_int,,,,,,,"Level 45 , 36 Dex , 36 Int",45,36,
Shaded Mask,Shaded_Mask,Helmets_dex_int,,,,,,,"Level 52 , 41 Dex , 41 Int",52,41,
Death Mask,Death_Mask,Helmets_dex_int,,,,,,,"Level 65 , 50 Dex , 50 Int",65,50,
Oak Mask,Oak_Mask,Helmets_dex_int,,,,,,,"Level 45 , 36 Dex , 36 Int",45,36,
Bandit Mask,Bandit_Mask,Helmets_dex_int,,,,,,,"Level 48 , 38 Dex , 38 Int",48,38,
Skulking Mask,Skulking_Mask,Helmets_dex_int,,,,,,,"Level 51 , 40 Dex , 40 Int",51,40,
Pariah Mask,Pariah_Mask,Helmets_dex_int,,,,,,,"Level 54 , 42 Dex , 42 Int",54,42,
Avian Mask,Avian_Mask,Helmets_dex_int,,,,,,,"Level 59 , 46 Dex , 46 Int",59,46,
Brigand Mask,Brigand_Mask,Helmets_dex_int,,,,,,,"Level 65 , 50 Dex , 50 Int",65,50,
Faridun Mask,Faridun_Mask,Helmets_dex_int,,,,,,,"Level 70 , 54 Dex , 54 Int",70,54,
Soaring Mask,Soaring_Mask,Helmets_dex_int,,,,,,,"Level 75 , 59 Dex , 59 Int",75,59,
Grinning Mask,Grinning_Mask,Helmets_dex_int,,,,,,,"Level 80 , 63 Dex , 63 Int",80,63,
Runeforged Hewn Mask,Runeforged_Hewn_Mask,Helmets_dex_int,,,,,,,"Level 5 , 7 Dex , 7 Int",5,7,
Runeforged Face Mask,Runeforged_Face_Mask,Helmets_dex_int,,,,,,,"Level 10 , 10 Dex , 10 Int",10,10,
Runeforged Hooded Mask,Runeforged_Hooded_Mask,Helmets_dex_int,,,,,,,"Level 16 , 15 Dex , 15 Int",16,15,
Runeforged Veiled Mask,Runeforged_Veiled_Mask,Helmets_dex_int,,,,,,,"Level 28 , 23 Dex , 23 Int",28,23,
Runeforged Tribal Mask,Runeforged_Tribal_Mask,Helmets_dex_int,,,,,,,"Level 33 , 27 Dex , 27 Int",33,27,
Runeforged Solid Mask,Runeforged_Solid_Mask,Helmets_dex_int,,,,,,,"Level 45 , 36 Dex , 36 Int",45,36,
Runeforged Pariah Mask,Runeforged_Pariah_Mask,Helmets_dex_int,,,,,,,"Level 54 , 42 Dex , 42 Int",54,42,
Runeforged Avian Mask,Runeforged_Avian_Mask,Helmets_dex_int,,,,,,,"Level 59 , 46 Dex , 46 Int",59,46,
Runeforged Brigand Mask,Runeforged_Brigand_Mask,Helmets_dex_int,,,,,,,"Level 65 , 50 Dex , 50 Int",65,50,
Runeforged Faridun Mask,Runeforged_Faridun_Mask,Helmets_dex_int,,,,,,,"Level 70 , 54 Dex , 54 Int",70,54,
Runeforged Soaring Mask,Runeforged_Soaring_Mask,Helmets_dex_int,,,,,,,"Level 75 , 59 Dex , 59 Int",75,59,
Runeforged Grinning Mask,Runeforged_Grinning_Mask,Helmets_dex_int,,,,,,,"Level 80 , 63 Dex , 63 Int",80,63,
Runemastered Hewn Mask,Runemastered_Hewn_Mask,Helmets_dex_int,,,,,,,"Level 38 , 31 Dex , 31 Int",38,31,
Runemastered Face Mask,Runemastered_Face_Mask,Helmets_dex_int,,,,,,,"Level 38 , 31 Dex , 31 Int",38,31,
Runemastered Hooded Mask,Runemastered_Hooded_Mask,Helmets_dex_int,,,,,,,"Level 38 , 31 Dex , 31 Int",38,31,
Runemastered Veiled Mask,Runemastered_Veiled_Mask,Helmets_dex_int,,,,,,,"Level 40 , 32 Dex , 32 Int",40,32,
Runemastered Tribal Mask,Runemastered_Tribal_Mask,Helmets_dex_int,,,,,,,"Level 52 , 41 Dex , 41 Int",52,41,
Runemastered Solid Mask,Runemastered_Solid_Mask,Helmets_dex_int,,,,,,,"Level 55 , 43 Dex , 43 Int",55,43,
Runemastered Death Mask,Runemastered_Death_Mask,Helmets_dex_int,,,,,,,"Level 65 , 50 Dex , 50 Int",65,50,
Broadhead Quiver,Broadhead_Quiver,Quivers,,,,,,,,,,Adds 1 to 3 Physical Damage to Attacks
Fire Quiver,Fire_Quiver,Quivers,,,,,,,Level 8,8,,Adds 3 to 5 Fire damage to Attacks
Sacral Quiver,Sacral_Quiver,Quivers,,,,,,,Level 16,16,,Gain (2 - 3) Life per Enemy Hit with Attacks
Two-Point Quiver,Two-Point_Quiver,Quivers,,,,,,,Level 24,24,,(20 - 30) % increased Accuracy Rating
Blunt Quiver,Blunt_Quiver,Quivers,,,,,,,Level 33,33,,(25 - 40) % increased Stun Buildup
Toxic Quiver,Toxic_Quiver,Quivers,,,,,,,Level 39,39,,(20 - 30) % chance to Poison on Hit with Attacks
Serrated Quiver,Serrated_Quiver,Quivers,,,,,,,Level 44,44,,Attacks have (20 - 30) % chance to cause Bleeding
Primed Quiver,Primed_Quiver,Quivers,,,,,,,Level 51,51,,(7 - 10) % increased Attack Speed
Penetrating Quiver,Penetrating_Quiver,Quivers,,,,,,,Level 55,55,,100 % chance to Pierce an Enemy
Volant Quiver,Volant_Quiver,Quivers,,,,,,,Level 61,61,,(20 - 30) % increased Arrow Speed
Visceral Quiver,Visceral_Quiver,Quivers,,,,,,,Level 65,65,,(20 - 30) % increased Critical Hit Chance for Attacks
Splintered Tower Shield,Splintered_Tower_Shield,Shields_str,,,,,,,,,,Grants Skill: Raise Shield
Painted Tower Shield,Painted_Tower_Shield,Shields_str,,,,,,,"Level 6 , 11 Str",6,,Grants Skill: Raise Shield
Braced Tower Shield,Braced_Tower_Shield,Shields_str,,,,,,,"Level 12 , 19 Str",12,,Grants Skill: Raise Shield
Barricade Tower Shield,Barricade_Tower_Shield,Shields_str,,,,,,,"Level 16 , 25 Str",16,,Grants Skill: Raise Shield
Effigial Tower Shield,Effigial_Tower_Shield,Shields_str,,,,,,,"Level 21 , 32 Str",21,,Grants Skill: Raise Shield
Rampart Tower Shield,Rampart_Tower_Shield,Shields_str,,,,,,,"Level 28 , 42 Str",28,,Grants Skill: Raise Shield
Heraldric Tower Shield,Heraldric_Tower_Shield,Shields_str,,,,,,,"Level 33 , 48 Str",33,,Grants Skill: Raise Shield
Stone Tower Shield,Stone_Tower_Shield,Shields_str,,,,,,,"Level 36 , 52 Str",36,,Grants Skill: Raise Shield
Crucible Tower Shield,Crucible_Tower_Shield,Shields_str,,,,,,,"Level 45 , 64 Str",45,,Grants Skill: Raise Shield
Ancestor Tower Shield,Ancestor_Tower_Shield,Shields_str,,,,,,,"Level 50 , 71 Str",50,,Grants Skill: Raise Shield
Phalanx Tower Shield,Phalanx_Tower_Shield,Shields_str,,,,,,,"Level 52 , 74 Str",52,,Grants Skill: Raise Shield
Defiant Tower Shield,Defiant_Tower_Shield,Shields_str,,,,,,,"Level 58 , 82 Str",58,,Grants Skill: Raise Shield
Blacksteel Tower Shield,Blacksteel_Tower_Shield,Shields_str,,,,,,,"Level 65 , 91 Str",65,,Grants Skill: Raise Shield
Aged Tower Shield,Aged_Tower_Shield,Shields_str,,,,,,,"Level 45 , 64 Str",45,,Grants Skill: Raise Shield
Metalworked Tower Shield,Metalworked_Tower_Shield,Shields_str,,,,,,,"Level 48 , 69 Str",48,,Grants Skill: Raise Shield
Cultist Tower Shield,Cultist_Tower_Shield,Shields_str,,,,,,,"Level 51 , 73 Str",51,,Grants Skill: Raise Shield
Bulwark Tower Shield,Bulwark_Tower_Shield,Shields_str,,,,,,,"Level 54 , 77 Str",54,,Grants Skill: Raise Shield
Noble Tower Shield,Noble_Tower_Shield,Shields_str,,,,,,,"Level 59 , 83 Str",59,,Grants Skill: Raise Shield
Goldworked Tower Shield,Goldworked_Tower_Shield,Shields_str,,,,,,,"Level 61 , 86 Str",61,,Grants Skill: Raise Shield
Royal Tower Shield,Royal_Tower_Shield,Shields_str,,,,,,,"Level 65 , 91 Str",65,,Grants Skill: Raise Shield
Fortress Tower Shield,Fortress_Tower_Shield,Shields_str,,,,,,,"Level 70 , 99 Str",70,,Grants Skill: Raise Shield
Vaal Tower Shield,Vaal_Tower_Shield,Shields_str,,,,,,,"Level 75 , 107 Str",75,,Grants Skill: Raise Shield
Tawhoan Tower Shield,Tawhoan_Tower_Shield,Shields_str,,,,,,,"Level 80 , 115 Str",80,,Grants Skill: Raise Shield
Glacial Fortress,Glacial_Fortress,Shields_str,,,,,,,"Level 70 , 99 Str",70,,Grants Skill: Raise Shield
Runeforged Splintered Tower Shield,Runeforged_Splintered_Tower_Shield,Shields_str,,,,,,,,,,Grants Skill: Raise Shield
Runeforged Painted Tower Shield,Runeforged_Painted_Tower_Shield,Shields_str,,,,,,,"Level 6 , 11 Str",6,,Grants Skill: Raise Shield
Runeforged Braced Tower Shield,Runeforged_Braced_Tower_Shield,Shields_str,,,,,,,"Level 12 , 19 Str",12,,Grants Skill: Raise Shield
Runeforged Barricade Tower Shield,Runeforged_Barricade_Tower_Shield,Shields_str,,,,,,,"Level 16 , 25 Str",16,,Grants Skill: Raise Shield
Runeforged Effigial Tower Shield,Runeforged_Effigial_Tower_Shield,Shields_str,,,,,,,"Level 21 , 32 Str",21,,Grants Skill: Raise Shield
Runeforged Rampart Tower Shield,Runeforged_Rampart_Tower_Shield,Shields_str,,,,,,,"Level 28 , 42 Str",28,,Grants Skill: Raise Shield
Runeforged Heraldric Tower Shield,Runeforged_Heraldric_Tower_Shield,Shields_str,,,,,,,"Level 33 , 48 Str",33,,Grants Skill: Raise Shield
Runeforged Stone Tower Shield,Runeforged_Stone_Tower_Shield,Shields_str,,,,,,,"Level 36 , 52 Str",36,,Grants Skill: Raise Shield
Runeforged Crucible Tower Shield,Runeforged_Crucible_Tower_Shield,Shields_str,,,,,,,"Level 45 , 64 Str",45,,Grants Skill: Raise Shield
Runeforged Bulwark Tower Shield,Runeforged_Bulwark_Tower_Shield,Shields_str,,,,,,,"Level 54 , 77 Str",54,,Grants Skill: Raise Shield
Runeforged Noble Tower Shield,Runeforged_Noble_Tower_Shield,Shields_str,,,,,,,"Level 59 , 83 Str",59,,Grants Skill: Raise Shield
Runeforged Goldworked Tower Shield,Runeforged_Goldworked_Tower_Shield,Shields_str,,,,,,,"Level 61 , 86 Str",61,,Grants Skill: Raise Shield
Runeforged Royal Tower Shield,Runeforged_Royal_Tower_Shield,Shields_str,,,,,,,"Level 65 , 91 Str",65,,Grants Skill: Raise Shield
Runeforged Fortress Tower Shield,Runeforged_Fortress_Tower_Shield,Shields_str,,,,,,,"Level 70 , 99 Str",70,,Grants Skill: Raise Shield
Runeforged Vaal Tower Shield,Runeforged_Vaal_Tower_Shield,Shields_str,,,,,,,"Level 75 , 107 Str",75,,Grants Skill: Raise Shield
Runeforged Tawhoan Tower Shield,Runeforged_Tawhoan_Tower_Shield,Shields_str,,,,,,,"Level 80 , 115 Str",80,,Grants Skill: Raise Shield
Runemastered Splintered Tower Shield,Runemastered_Splintered_Tower_Shield,Shields_str,,,,,,,"Level 38 , 54 Str",38,,Grants Skill: Raise Shield
Runemastered Painted Tower Shield,Runemastered_Painted_Tower_Shield,Shields_str,,,,,,,"Level 38 , 54 Str",38,,Grants Skill: Raise Shield
Runemastered Braced Tower Shield,Runemastered_Braced_Tower_Shield,Shields_str,,,,,,,"Level 38 , 54 Str",38,,Grants Skill: Raise Shield
Runemastered Barricade Tower Shield,Runemastered_Barricade_Tower_Shield,Shields_str,,,,,,,"Level 38 , 54 Str",38,,Grants Skill: Raise Shield
Runemastered Rampart Tower Shield,Runemastered_Rampart_Tower_Shield,Shields_str,,,,,,,"Level 40 , 58 Str",40,,Grants Skill: Raise Shield
Runemastered Heraldric Tower Shield,Runemastered_Heraldric_Tower_Shield,Shields_str,,,,,,,"Level 50 , 71 Str",50,,Grants Skill: Raise Shield
Runemastered Crucible Tower Shield,Runemastered_Crucible_Tower_Shield,Shields_str,,,,,,,"Level 65 , 91 Str",65,,Grants Skill: Raise Shield | Recover (15 - 25) Runic Ward when you Block
Runemastered Crucible Tower Shield,Runemastered_Crucible_Tower_Shield,Shields_str,,,,,,,"Level 65 , 91 Str",65,,Grants Skill: Raise Shield | (15 - 25) % of Damage is taken from Mana before Life
Runemastered Blacksteel Tower Shield,Runemastered_Blacksteel_Tower_Shield,Shields_str,,,,,,,"Level 65 , 91 Str",65,,Grants Skill: Raise Shield
Runemastered Vaal Tower Shield,Runemastered_Vaal_Tower_Shield,Shields_str,,,,,,,"Level 75 , 107 Str",75,,Grants Skill: Raise Shield
Runemastered Glacial Fortress,Runemastered_Glacial_Fortress,Shields_str,,,,,,,"Level 70 , 99 Str",70,,Grants Skill: Raise Shield
Hardwood Targe,Hardwood_Targe,Shields_str_dex,,,,,,,,,,Grants Skill: Raise Shield
Pelage Targe,Pelage_Targe,Shields_str_dex,,,,,,,"Level 8 , 9 Str , 9 Dex",8,9,Grants Skill: Raise Shield
Studded Targe,Studded_Targe,Shields_str_dex,,,,,,,"Level 16 , 15 Str , 15 Dex",16,15,Grants Skill: Raise Shield
Crescent Targe,Crescent_Targe,Shields_str_dex,,,,,,,"Level 26 , 22 Str , 22 Dex",26,22,Grants Skill: Raise Shield
Chiseled Targe,Chiseled_Targe,Shields_str_dex,,,,,,,"Level 33 , 27 Str , 27 Dex",33,27,Grants Skill: Raise Shield
Feathered Targe,Feathered_Targe,Shields_str_dex,,,,,,,"Level 37 , 30 Str , 30 Dex",37,30,Grants Skill: Raise Shield
Stratified Targe,Stratified_Targe,Shields_str_dex,,,,,,,"Level 46 , 37 Str , 37 Dex",46,37,Grants Skill: Raise Shield
Carved Targe,Carved_Targe,Shields_str_dex,,,,,,,"Level 51 , 40 Str , 40 Dex",51,40,Grants Skill: Raise Shield
Mosaic Targe,Mosaic_Targe,Shields_str_dex,,,,,,,"Level 52 , 41 Str , 41 Dex",52,41,Grants Skill: Raise Shield
Aureate Targe,Aureate_Targe,Shields_str_dex,,,,,,,"Level 57 , 45 Str , 45 Dex",57,45,Grants Skill: Raise Shield
Grand Targe,Grand_Targe,Shields_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,Grants Skill: Raise Shield
Ironwood Targe,Ironwood_Targe,Shields_str_dex,,,,,,,"Level 45 , 36 Str , 36 Dex",45,36,Grants Skill: Raise Shield
Fur-lined Targe,Fur-lined_Targe,Shields_str_dex,,,,,,,"Level 48 , 38 Str , 38 Dex",48,38,Grants Skill: Raise Shield
Mercenary Targe,Mercenary_Targe,Shields_str_dex,,,,,,,"Level 51 , 40 Str , 40 Dex",51,40,Grants Skill: Raise Shield
Polished Targe,Polished_Targe,Shields_str_dex,,,,,,,"Level 54 , 42 Str , 42 Dex",54,42,Grants Skill: Raise Shield
Stone Targe,Stone_Targe,Shields_str_dex,,,,,,,"Level 59 , 46 Str , 46 Dex",59,46,Grants Skill: Raise Shield
Avian Targe,Avian_Targe,Shields_str_dex,,,,,,,"Level 62 , 48 Str , 48 Dex",62,48,Grants Skill: Raise Shield
Mammoth Targe,Mammoth_Targe,Shields_str_dex,,,,,,,"Level 65 , 50 Str , 50 Dex",65,50,Grants Skill: Raise Shield
