edge_index,from_node,to_node,from_name,to_name
4927,65256,34845,Widespread Coverage,Hazard Area
4928,65256,40626,Widespread Coverage,Trap Mastery
4929,34845,60273,Hazard Area,Hindering Obstacles
4930,38463,46882,Attribute,[Jewel] Socket
4931,38463,21111,Attribute,Charm Activation Chance
4932,38463,43522,Attribute,Charm Charges Used
4933,38463,22329,Attribute,Deflection
4934,22329,58526,Deflection,Deflection
4935,331,42103,Deflection and Evasion,Enduring Deflection
4936,32891,331,Deflection and Evasion,Deflection and Evasion
4937,32891,22329,Deflection and Evasion,Deflection
4938,42103,62427,Enduring Deflection,Deflection Rating
4939,50673,58526,Avoiding Deflection,Deflection
4940,50673,62427,Avoiding Deflection,Deflection Rating
4941,1631,29049,Charm Duration,Charm Duration
4942,1631,14001,Charm Duration,Charm Charges Used
4943,14001,56893,Charm Charges Used,Thicket Warding
4944,29049,56893,Charm Duration,Thicket Warding
4945,28199,46431,Hazard Immobilisation Buildup,Hazard Damage
4946,54678,41877,Shock Chance,Attribute
4947,60735,42658,[Jewel] Socket,Attribute
4948,60735,11825,[Jewel] Socket,Attribute
4949,57724,54883,Chaos Damage,Chaos Damage
4950,26885,59775,Chaos Damage,Chaos Damage
4951,34473,42361,Spaghettification,Chaos Mastery
4952,20782,52191,Chaos Damage,Event Horizon
4953,20782,42361,Chaos Damage,Chaos Mastery
4954,26268,22710,Curse Duration,Curse Duration
4955,22710,45111,Curse Duration,Curse Duration
4956,45111,14446,Curse Duration,Attribute
4957,59214,26268,Fated End,Curse Duration
4958,59214,6570,Fated End,Curse Mastery
4959,21111,33099,Charm Activation Chance,Hunter's Talisman
4960,43522,38497,Charm Charges Used,Charm Charges Used
4961,43522,33099,Charm Charges Used,Hunter's Talisman
4962,33099,25029,Hunter's Talisman,Charms Mastery
4963,46857,52971,Energy Shield Delay,The Soul Meridian
4964,17602,59799,Stun and Ailment Threshold from Energy Shield,Stun Threshold from Energy Shield
4965,17602,59798,Stun and Ailment Threshold from Energy Shield,Ailment Threshold from Energy Shield
4966,59799,7338,Stun Threshold from Energy Shield,Abasement
4967,7338,52060,Abasement,Energy Shield Mastery
4968,59798,5335,Ailment Threshold from Energy Shield,Shimmering Mirage
4969,5335,52060,Shimmering Mirage,Energy Shield Mastery
4970,42794,31433,Elemental Attack Damage,Catalysis
4971,31433,21495,Catalysis,Elemental Attack Damage
4972,31433,5348,Catalysis,Elemental Mastery
4973,54883,34473,Chaos Damage,Spaghettification
4974,26432,12890,Attribute,Attribute
4975,26432,60735,Attribute,[Jewel] Socket
4976,60273,28199,Hindering Obstacles,Hazard Immobilisation Buildup
4977,60273,40626,Hindering Obstacles,Trap Mastery
4978,59775,20782,Chaos Damage,Chaos Damage
4979,6842,18472,Stun and Freeze Buildup,Stun and Freeze Buildup
4980,28329,36723,Pressure Points,Stun and Freeze Buildup
4981,18472,46533,Stun and Freeze Buildup,Stun and Freeze Buildup
4982,46533,28329,Stun and Freeze Buildup,Pressure Points
4983,3700,6842,Stun and Freeze Buildup,Stun and Freeze Buildup
4984,36723,3700,Stun and Freeze Buildup,Stun and Freeze Buildup
4985,32438,55149,Chaos Damage,Pure Chaos
4986,60464,58971,Fan the Flames,Ailment Threshold
4987,60464,28623,Fan the Flames,Spell Suppression Mastery
4988,12998,30463,Warm the Heart,Ailment Threshold
4989,12998,28623,Warm the Heart,Spell Suppression Mastery
4990,9968,38678,Feel the Earth,Ailment Threshold
4991,9968,28623,Feel the Earth,Spell Suppression Mastery
4992,30463,58971,Ailment Threshold,Ailment Threshold
4993,30463,9968,Ailment Threshold,Feel the Earth
4994,58971,12998,Ailment Threshold,Warm the Heart
4995,58971,38678,Ailment Threshold,Ailment Threshold
4996,38678,30463,Ailment Threshold,Ailment Threshold
4997,38678,60464,Ailment Threshold,Fan the Flames
4998,51871,8045,Immortal Thirst,Mana Leech
4999,8045,64927,Mana Leech,Mana Leech
5000,8045,52464,Mana Leech,Life on Kill
5001,3042,51871,Life Mastery,Immortal Thirst
5002,28823,21111,Charm Activation Chance,Charm Activation Chance
5003,28823,59303,Charm Activation Chance,Lucky Rabbit Foot
5004,11094,59303,Charm Effect,Lucky Rabbit Foot
5005,59303,25029,Lucky Rabbit Foot,Charms Mastery
5006,45798,62578,Volatility on Kill,Volatility on Kill
5007,45798,46615,Volatility on Kill,Volatility when Stunned
5008,43944,23547,Instability,Chaos Mastery
5009,30102,43944,Volatility on Kill,Instability
5010,30102,53177,Volatility on Kill,Volatility when Stunned
5011,62578,30102,Volatility on Kill,Volatility on Kill
5012,46615,53177,Volatility when Stunned,Volatility when Stunned
5013,53177,43944,Volatility when Stunned,Instability
5014,14658,12253,Attribute,Attribute
5015,14658,22517,Attribute,Poison Chance
5016,14658,52053,Attribute,Mana Regeneration
5017,14658,1631,Attribute,Charm Duration
5018,14658,57945,Attribute,Life Flask Charge Generation
5019,42959,32896,Low Tolerance,Poison Chance
5020,42959,28903,Low Tolerance,Poison Mastery
5021,59644,42959,Poison Damage,Low Tolerance
5022,22517,59644,Poison Chance,Poison Damage
5023,22517,32896,Poison Chance,Poison Chance
5024,14446,61403,Attribute,Attribute
5025,14446,22713,Attribute,Cold Damage
5026,14446,58022,Attribute,Chaos Damage
5027,14446,45702,Attribute,Critical Chance
5028,11825,42794,Attribute,Elemental Attack Damage
5029,11825,54984,Attribute,Attribute
5030,11825,47374,Attribute,Projectile Damage
5031,11825,10648,Attribute,Projectile Damage
5032,48974,47418,Altered Brain Chemistry,Warding Potions
5033,48974,10738,Altered Brain Chemistry,Mana Mastery
5034,47418,23839,Warding Potions,Mana Flask Charges Used
5035,47418,10738,Warding Potions,Mana Mastery
5036,63517,48974,Mana Flask Recovery,Altered Brain Chemistry
5037,63517,53958,Mana Flask Recovery,Mana Flask Recovery
5038,23839,51006,Mana Flask Charges Used,Mana Flask Charges Used
5039,53958,51006,Mana Flask Recovery,Mana Flask Charges Used
5040,51006,41877,Mana Flask Charges Used,Attribute
5041,41877,53958,Attribute,Mana Flask Recovery
5042,41877,64601,Attribute,Hollow Palm Technique
5043,40333,24178,Damage with Companion in Presence,Damage with Companion in Presence
5044,43102,30197,Damage with Companion in Presence,Attack Speed with Companion in Presence
5045,43102,42998,Damage with Companion in Presence,Damage with Companion in Presence
5046,30197,52415,Attack Speed with Companion in Presence,Attack Speed with Companion in Presence
5047,52415,32655,Attack Speed with Companion in Presence,Hunting Companion
5048,24178,32655,Damage with Companion in Presence,Hunting Companion
5049,42998,40333,Damage with Companion in Presence,Damage with Companion in Presence
5050,32655,33514,Hunting Companion,Companion Mastery
5051,29285,9745,Movement Speed,Movement Speed
5052,29285,38463,Movement Speed,Attribute
5053,9745,58513,Movement Speed,Evasion and Movement Speed
5054,58513,14418,Evasion and Movement Speed,Evasion
5055,58513,11774,Evasion and Movement Speed,The Spring Hare
5056,16602,29285,Evasion,Movement Speed
5057,16602,30657,Evasion,Attribute
5058,14418,16602,Evasion,Evasion
5059,60323,9199,Surpassing Projectile Chance,Surpassing Projectile Chance
5060,60323,47560,Surpassing Projectile Chance,Multi Shot
5061,6792,33245,Projectile Damage,Projectile Damage
5062,6792,2408,Projectile Damage,Attribute
5063,42302,45331,Split Shot,Chaining Projectiles
5064,42302,31918,Split Shot,Pierce Chance
5065,33245,9151,Projectile Damage,Forking Projectiles
5066,33245,31918,Projectile Damage,Pierce Chance
5067,33245,45331,Projectile Damage,Chaining Projectiles
5068,9151,42302,Forking Projectiles,Split Shot
5069,45331,23221,Chaining Projectiles,Trick Shot
5070,45331,60323,Chaining Projectiles,Surpassing Projectile Chance
5071,31918,4534,Pierce Chance,Piercing Shot
5072,31918,60323,Pierce Chance,Surpassing Projectile Chance
5073,52971,21227,The Soul Meridian,Deflection and Energy Shield Delay
5074,52971,25528,The Soul Meridian,Mana Mastery
5075,21227,36290,Deflection and Energy Shield Delay,Deflection and Energy Shield Delay
5076,36290,23046,Deflection and Energy Shield Delay,Deflection and Energy Shield Delay
5077,23046,47976,Deflection and Energy Shield Delay,Attribute
5078,62936,51891,Damage from Mana,Lucidity
5079,51891,25528,Lucidity,Mana Mastery
5080,49976,62936,Damage from Mana,Damage from Mana
5081,49976,47976,Damage from Mana,Attribute
5082,51040,9652,Deflection and Energy Shield Delay,Mending Deflection
5083,23822,9652,Life Recoup,Mending Deflection
5084,327,9652,Evasion and Energy Shield,Mending Deflection
5085,58779,51040,Deflection and Energy Shield Delay,Deflection and Energy Shield Delay
5086,58779,327,Deflection and Energy Shield Delay,Evasion and Energy Shield
5087,58779,23822,Deflection and Energy Shield Delay,Life Recoup
5088,58779,47976,Deflection and Energy Shield Delay,Attribute
5089,15424,58157,Stun Threshold,Stun Recovery
5090,15424,35151,Stun Threshold,Stun Threshold
5091,35151,44453,Stun Threshold,Stun Threshold
5092,44453,42760,Stun Threshold,Chakra of Stability
5093,58157,61149,Stun Recovery,Stun Recovery
5094,61149,42760,Stun Recovery,Chakra of Stability
5095,24120,10495,Mental Toughness,Mana Mastery
5096,52053,14048,Mana Regeneration,Mana Regeneration while not on Low Mana
5097,52053,24120,Mana Regeneration,Mental Toughness
5098,14048,34717,Mana Regeneration while not on Low Mana,Mana Regeneration while not on Low Mana
5099,34717,24120,Mana Regeneration while not on Low Mana,Mental Toughness
5100,26762,35380,Withered Effect,Withered Effect
5101,30657,38463,Attribute,Attribute
5102,30657,6842,Attribute,Stun and Freeze Buildup
5103,30657,59064,Attribute,Mark Effect
5104,30657,58848,Attribute,Incision Chance
5105,30657,32891,Attribute,Deflection and Evasion
5106,22817,55724,Inevitable Rupture,Incision Chance
5107,22817,29065,Inevitable Rupture,Bleeding Mastery
5108,42714,29065,Thousand Cuts,Bleeding Mastery
5109,22962,22817,Incision Chance,Inevitable Rupture
5110,58848,22962,Incision Chance,Incision Chance
5111,58848,10576,Incision Chance,Bleeding Damage
5112,55724,42714,Incision Chance,Thousand Cuts
5113,58644,42714,Bleeding Damage,Thousand Cuts
5114,10576,58644,Bleeding Damage,Bleeding Damage
5115,35380,44373,Withered Effect,Wither Away
5116,10058,55149,Chaos Mastery,Pure Chaos
5117,10058,44373,Chaos Mastery,Wither Away
5118,14724,62185,Shock Duration,Rattled
5119,35671,31172,Attack Speed and Dexterity,Falcon Technique
5120,11504,30839,Attack Speed and Dexterity,Attack Speed and Dexterity
5121,11504,35696,Attack Speed and Dexterity,Attribute
5122,30839,35671,Attack Speed and Dexterity,Attack Speed and Dexterity
5123,336,4806,Storm Swell,Cold Penetration
5124,4806,32183,Cold Penetration,Attribute
5125,49388,37304,Elemental,Elemental
5126,49388,38215,Elemental,Lightning Penetration
5127,49388,4806,Elemental,Cold Penetration
5128,37304,336,Elemental,Storm Swell
5129,37304,61921,Elemental,Storm Surge
5130,37304,64543,Elemental,Unbound Forces
5131,38215,61921,Lightning Penetration,Storm Surge
5132,6800,32438,Chaos Damage,Chaos Damage
5133,47374,18049,Projectile Damage,Projectile Damage
5134,18049,5802,Projectile Damage,Stand and Deliver
5135,6530,1448,Evasion and Companion Movement Speed,Bond of the Cat
5136,6530,11825,Evasion and Companion Movement Speed,Attribute
5137,24269,1448,Evasion and Companion Movement Speed,Bond of the Cat
5138,24269,42118,Evasion and Companion Movement Speed,Attribute
5139,19542,1448,Companion Mastery,Bond of the Cat
5140,32301,50277,Frazzled,Shock Effect
5141,15301,4709,Accuracy,Near Sighted
5142,15301,64064,Accuracy,Accuracy
5143,10277,64064,Accuracy,Accuracy
5144,35477,10277,Far Sighted,Accuracy
5145,31692,46197,Critical Chance,Careful Assassin
5146,46197,39237,Careful Assassin,Critical Mastery
5147,61333,46197,Critical Chance,Careful Assassin
5148,45702,61333,Critical Chance,Critical Chance
5149,45702,31692,Critical Chance,Critical Chance
5150,1020,54631,Quiver Effect,Quiver Effect
5151,54631,30132,Quiver Effect,Wrapped Quiver
5152,30132,58416,Wrapped Quiver,Projectile Speed
5153,30132,49130,Wrapped Quiver,Reduced Projectile Speed
5154,37813,14724,Shock Duration,Shock Duration
5155,37813,50701,Shock Duration,Shock Effect
5156,58022,5186,Chaos Damage,Chaos Damage
5157,58022,26762,Chaos Damage,Withered Effect
5158,34324,56838,Spectral Ward,Evasion and Energy Shield
5159,34324,52445,Spectral Ward,Evasion and Energy Shield Mastery
5160,13457,3630,Shadow Dancing,Evasion and Energy Shield Delay
5161,13457,52445,Shadow Dancing,Evasion and Energy Shield Mastery
5162,3630,62624,Evasion and Energy Shield Delay,Evasion and Energy Shield
5163,56838,42805,Evasion and Energy Shield,Evasion and Energy Shield
5164,56838,62624,Evasion and Energy Shield,Evasion and Energy Shield
5165,26034,45631,Evasion and Energy Shield,Evasion and Energy Shield Delay
5166,45631,3630,Evasion and Energy Shield Delay,Evasion and Energy Shield Delay
5167,42805,26034,Evasion and Energy Shield,Evasion and Energy Shield
5168,57821,31765,Attribute,Attribute
5169,57821,26034,Attribute,Evasion and Energy Shield
5170,55377,26211,Attack Area and Combo,Attack Area and Combo
5171,55377,33463,Attack Area and Combo,Attribute
5172,26211,24883,Attack Area and Combo,Attack Area and Combo
5173,24883,44573,Attack Area and Combo,Disciplined Training
5174,59503,22208,Accuracy and Critical Chance,Accuracy and Critical Chance
5175,22208,15207,Accuracy and Critical Chance,Accuracy and Attack Damage
5176,60034,15207,Falcon Dive,Accuracy and Attack Damage
5177,60034,22208,Falcon Dive,Accuracy and Critical Chance
5178,15207,6330,Accuracy and Attack Damage,Accuracy and Attack Damage
5179,4378,6330,Accuracy,Accuracy and Attack Damage
5180,4378,59503,Accuracy,Accuracy and Critical Chance
5181,5186,6800,Chaos Damage,Chaos Damage
5182,33404,57821,Eternal Youth,Attribute
5183,50277,50701,Shock Effect,Shock Effect
5184,44932,54984,Shock Effect,Attribute
5185,52361,26107,Projectile Damage,Kite Runner
5186,57462,12078,Projectile Speed,Projectile Damage
5187,53771,52361,Projectile Damage,Projectile Damage
5188,12078,53771,Projectile Damage,Projectile Damage
5189,12078,41877,Projectile Damage,Attribute
5190,33713,57462,Projectile Speed,Projectile Speed
5191,26107,33713,Kite Runner,Projectile Speed
5192,26107,56023,Kite Runner,Projectile Mastery
5193,50701,44932,Shock Effect,Shock Effect
5194,47976,14446,Attribute,Attribute
5195,47976,37876,Attribute,Spell Damage
5196,48462,11094,Charm Effect,Charm Effect
5197,48462,62803,Charm Effect,Woodland Aspect
5198,38497,62803,Charm Charges Used,Woodland Aspect
5199,62803,25029,Woodland Aspect,Charms Mastery
5200,33463,41877,Attribute,Attribute
5201,33463,31286,Attribute,Physical
5202,33463,45304,Attribute,Poison Duration
5203,49996,32183,Attribute,Attribute
5204,49996,38215,Attribute,Lightning Penetration
5205,49996,5163,Attribute,Knockback and Stun Buildup
5206,49996,33463,Attribute,Attribute
5207,32183,28371,Attribute,Damage vs Full Life
5208,12253,32183,Attribute,Attribute
5209,12253,41017,Attribute,Attribute
5210,12253,35696,Attribute,Attribute
5211,12253,34497,Attribute,Heartstopper
5212,12253,16401,Attribute,Lightning Damage and Electrocute Buildup
5213,12253,24656,Attribute,Evasion and Movement Speed while Sprinting
5214,35696,24070,Attribute,Dexterity
5215,35696,64064,Attribute,Accuracy
5216,35696,1020,Attribute,Quiver Effect
5217,35696,10267,Attribute,Attack Cold Damage and Freeze Buildup
5218,2408,35696,Attribute,Attribute
5219,2408,35534,Attribute,Mark Use Speed
5220,42118,2408,Attribute,Attribute
5221,42118,57518,Attribute,Parry Damage
5222,42118,11509,Attribute,Critical Chance
5223,42118,43102,Attribute,Damage with Companion in Presence
5224,42118,49485,Attribute,Dexterity
5225,10648,26400,Projectile Damage,Projectile Damage
5226,26400,8904,Projectile Damage,Death from Afar
5227,63830,13624,Marked for Sickness,Mark Duration
5228,63830,45390,Marked for Sickness,Mark Use Speed
5229,44841,36927,Mark Duration,Mark Use Speed
5230,44841,28258,Mark Duration,Mark Effect
5231,45390,13624,Mark Use Speed,Mark Duration
5232,45390,28258,Mark Use Speed,Mark Effect
5233,13624,28258,Mark Duration,Mark Effect
5234,44756,44841,Marked Agility,Mark Duration
5235,28258,36976,Mark Effect,Marked for Death
5236,28258,59064,Mark Effect,Mark Effect
5237,28258,36927,Mark Effect,Mark Use Speed
5238,36927,44756,Mark Use Speed,Marked Agility
5239,55235,63830,Mark Mastery,Marked for Sickness
5240,55235,44756,Mark Mastery,Marked Agility
5241,55235,36976,Mark Mastery,Marked for Death
5242,55664,31826,Presence Area and Companion Area,Long Distance Relationship
5243,16568,60992,Companion Revive Speed,Nurturing Guardian
5244,63246,33585,Ailment Threshold and Companion Resistance,Unspoken Bond
5245,34702,55664,Damage and Companion Damage,Presence Area and Companion Area
5246,34702,63246,Damage and Companion Damage,Ailment Threshold and Companion Resistance
5247,34702,16568,Damage and Companion Damage,Companion Revive Speed
5248,60992,24889,Nurturing Guardian,Companion Mastery
5249,31826,24889,Long Distance Relationship,Companion Mastery
5250,33585,24889,Unspoken Bond,Companion Mastery
5251,17146,3843,Parry Damage,Parry Stun Buildup
5252,57518,17146,Parry Damage,Parry Damage
5253,31366,57518,Parry Stun Buildup,Parry Damage
5254,31366,3843,Parry Stun Buildup,Parry Stun Buildup
5255,3843,65265,Parry Stun Buildup,Swift Interruption
5256,65265,31366,Swift Interruption,Parry Stun Buildup
5257,65265,17146,Swift Interruption,Parry Damage
5258,43453,64050,Sprint Movement Speed,Marathon Runner
5259,62542,16329,Flask Charges Gained,Flask Charges Used
5260,62542,57821,Flask Charges Gained,Attribute
5261,39607,2559,Flask Charges Gained,Flask Charges Gained
5262,39607,45713,Flask Charges Gained,Savouring
5263,2559,62542,Flask Charges Gained,Flask Charges Gained
5264,16329,39607,Flask Charges Used,Flask Charges Gained
5265,24786,24287,Attribute,Attribute
5266,24786,30657,Attribute,Attribute
5267,24786,4378,Attribute,Accuracy
5268,24786,21225,Attribute,Spear Damage
5269,24786,58848,Attribute,Incision Chance
5270,24786,12893,Attribute,Area Damage and Companion Area of Effect
5271,44490,43090,Lightning Damage and Electrocute Buildup,Electrotherapy
5272,12239,39881,Physical Mastery,Staggering Palm
5273,12239,41811,Physical Mastery,Shatter Palm
5274,54152,43453,Sprint Movement Speed,Sprint Movement Speed
5275,1599,31286,Physical Damage and Critical Chance,Physical
5276,35173,1599,Physical Damage and Critical Chance,Physical Damage and Critical Chance
5277,16013,41811,Daze on Hit,Shatter Palm
5278,41811,35173,Shatter Palm,Physical Damage and Critical Chance
5279,16140,16013,Daze on Hit,Daze on Hit
5280,31286,16140,Physical,Daze on Hit
5281,8456,38329,Attack Cold Damage and Freeze Buildup,Biting Frost
5282,10267,8456,Attack Cold Damage and Freeze Buildup,Attack Cold Damage and Freeze Buildup
5283,5163,26726,Knockback and Stun Buildup,Knockback and Stun Buildup
5284,48103,52875,Forcewave,Attack Mastery
5285,26726,48103,Knockback and Stun Buildup,Forcewave
5286,16401,44490,Lightning Damage and Electrocute Buildup,Lightning Damage and Electrocute Buildup
5287,39881,16013,Staggering Palm,Daze on Hit
5288,39881,35173,Staggering Palm,Physical Damage and Critical Chance
5289,24070,58397,Dexterity,Proficiency
5290,19461,64415,Lightning and Cold Damage,Shattering Daze
5291,38944,43338,Shock Chance and Lightning Damage,Shock Chance and Lightning Damage
5292,38944,59538,Shock Chance and Lightning Damage,Attribute
5293,43338,56767,Shock Chance and Lightning Damage,Electrifying Daze
5294,5797,59538,Freeze Buildup and Cold Damage,Attribute
5295,22063,5797,Freeze Buildup and Cold Damage,Freeze Buildup and Cold Damage
5296,64415,22063,Shattering Daze,Freeze Buildup and Cold Damage
5297,64415,1416,Shattering Daze,Attack Mastery
5298,56767,19461,Electrifying Daze,Lightning and Cold Damage
5299,56767,1416,Electrifying Daze,Attack Mastery
5300,11509,7465,Critical Chance,Critical Chance
5301,17664,11463,Decisive Retreat,Presence Area
5302,17664,33348,Decisive Retreat,Presence Area
5303,7465,17664,Critical Chance,Decisive Retreat
5304,23305,21279,Mark Use Speed,Mark Effect and Blind Effect
5305,23305,51602,Mark Use Speed,Unsight
5306,21279,35534,Mark Effect and Blind Effect,Mark Use Speed
5307,44280,23305,Mark Effect and Blind Chance,Mark Use Speed
5308,35534,44280,Mark Use Speed,Mark Effect and Blind Chance
5309,3994,34908,Deflection,Staunch Deflection
5310,9089,3994,Evasion Rating,Deflection
5311,37951,41020,Deflection,Deflection
5312,37951,9089,Deflection,Evasion Rating
5313,41020,3994,Deflection,Deflection
5314,3431,43082,Skill Speed,Acceleration
5315,5305,3431,Skill Speed,Skill Speed
5316,5305,24287,Skill Speed,Attribute
5317,24656,54152,Evasion and Movement Speed while Sprinting,Sprint Movement Speed
5318,24656,15814,Evasion and Movement Speed while Sprinting,Evasion while Sprinting
5319,7302,52615,Echoing Pulse,Spell Area of Effect
5320,7302,30077,Echoing Pulse,Caster Mastery
5321,33093,30077,Effervescent,Caster Mastery
5322,25729,33093,Cast Speed,Effervescent
5323,37876,52615,Spell Damage,Spell Area of Effect
5324,37876,25729,Spell Damage,Cast Speed
5325,12800,8896,Evasion while Sprinting,Agile Sprinter
5326,52630,61800,Critical Damage vs Full Life,Critical Damage vs Full Life
5327,52630,28371,Critical Damage vs Full Life,Damage vs Full Life
5328,28371,60560,Damage vs Full Life,Damage vs Full Life
5329,60560,29527,Damage vs Full Life,First Approach
5330,29527,61800,First Approach,Critical Damage vs Full Life
5331,1514,29527,Attack Mastery,First Approach
5332,12893,65167,Area Damage and Companion Area of Effect,Area Damage and Companion Area of Effect
5333,54984,34015,Attribute,Attribute
5334,54984,34702,Attribute,Damage and Companion Damage
5335,54984,55118,Attribute,Charm Charges
5336,54984,37951,Attribute,Deflection
5337,47831,8734,Deflection and Energy Shield Delay,Energy Shield Delay
5338,47831,49996,Deflection and Energy Shield Delay,Attribute
5339,44522,47831,Deflection,Deflection and Energy Shield Delay
5340,63762,44522,Deflection,Deflection
5341,34541,63762,Energising Deflection,Deflection
5342,52743,34541,Energy Shield Delay,Energising Deflection
5343,8734,52743,Energy Shield Delay,Energy Shield Delay
5344,12174,18864,Ailment Magnitude,Ailment Magnitude
5345,18864,2745,Ailment Magnitude,The Noble Wolf
5346,49107,54562,Critical Chance,Critical Chance
5347,54562,2745,Critical Chance,The Noble Wolf
5348,49485,12174,Dexterity,Ailment Magnitude
5349,49485,49107,Dexterity,Critical Chance
5350,32672,4031,Freeze and Chill Resistance,Icebreaker
5351,32672,9928,Freeze and Chill Resistance,Embracing Frost
5352,23362,32672,Slippery Ice,Freeze and Chill Resistance
5353,23362,50403,Slippery Ice,Cold Mastery
5354,4031,50403,Icebreaker,Cold Mastery
5355,17871,32672,Freeze and Chill Resistance,Freeze and Chill Resistance
5356,13701,17871,Freeze and Chill Resistance,Freeze and Chill Resistance
5357,13701,59538,Freeze and Chill Resistance,Attribute
5358,9928,50403,Embracing Frost,Cold Mastery
5359,15814,12800,Evasion while Sprinting,Evasion while Sprinting
5360,59538,34912,Attribute,Trap Damage
5361,59538,47976,Attribute,Attribute
5362,58397,19338,Proficiency,Dexterity
5363,58397,31647,Proficiency,Dexterity
5364,58397,2334,Proficiency,Dexterity
5365,19338,60,Dexterity,Blind Chance
5366,31647,23305,Dexterity,Mark Use Speed
5367,65167,712,Area Damage and Companion Area of Effect,Bond of the Ape
5368,25055,41580,Attack Damage and Movement Speed,Maiming Strike
5369,13799,36576,Attack Damage and Slow Effect,Attack Damage
5370,41580,13799,Maiming Strike,Attack Damage and Slow Effect
5371,41580,41298,Maiming Strike,Attack Mastery
5372,36576,25055,Attack Damage,Attack Damage and Movement Speed
5373,36576,54984,Attack Damage,Attribute
5374,60483,7809,Lightning Damage,Wild Storm
5375,60483,36540,Lightning Damage,Lightning Resistance
5376,36540,56988,Lightning Resistance,Electric Blood
5377,25070,32903,Attack Area,Attack Area
5378,25070,11252,Attack Area,Attack Area
5379,25070,57821,Attack Area,Attribute
5380,11252,39911,Attack Area,Frantic Reach
5381,32903,25361,Attack Area,Resolute Reach
5382,8560,31273,Melee Damage,Melee Damage
5383,31273,17372,Melee Damage,Reaching Strike
5384,13987,7604,Melee Attack Speed,Rapid Strike
5385,48531,13987,Melee Attack Speed,Melee Attack Speed
5386,56761,8560,Melee Damage,Melee Damage
5387,56761,48531,Melee Damage,Melee Attack Speed
5388,56761,2408,Melee Damage,Attribute
5389,7604,35985,Rapid Strike,Melee Damage
5390,7604,19074,Rapid Strike,Attack Mastery
5391,17372,35985,Reaching Strike,Melee Damage
5392,17372,19074,Reaching Strike,Attack Mastery
5393,712,24948,Bond of the Ape,Companion Mastery
5394,38369,18910,Spear Critical Chance,Spear Critical Chance
5395,35223,55680,Spear Attack Speed,Spear Attack Speed
5396,35223,9227,Spear Attack Speed,Focused Thrust
5397,36677,9240,Spear Damage,Spear Damage
5398,36677,36071,Spear Damage,Spear Mastery
5399,36677,9227,Spear Damage,Focused Thrust
5400,13895,36071,Precise Point,Spear Mastery
5401,61112,36071,Roll and Strike,Spear Mastery
5402,61112,20105,Roll and Strike,Spear Accuracy
5403,18910,10265,Spear Critical Chance,Javelin
5404,21225,38369,Spear Damage,Spear Critical Chance
5405,10265,36071,Javelin,Spear Mastery
5406,9240,21225,Spear Damage,Spear Damage
5407,19767,35223,Spear Attack Speed,Spear Attack Speed
5408,19767,13895,Spear Attack Speed,Precise Point
5409,55680,61112,Spear Attack Speed,Roll and Strike
5410,9227,36071,Focused Thrust,Spear Mastery
5411,15625,65161,Evasion,Deflection
5412,15625,24287,Evasion,Attribute
5413,23253,15625,Evasion,Evasion
5414,23253,22811,Evasion,The Wild Cat
5415,3170,65161,Deflection,Deflection
5416,22811,3170,The Wild Cat,Deflection
5417,18717,60483,Lightning Damage,Lightning Damage
5418,24287,34015,Attribute,Attribute
5419,24287,14226,Attribute,Dance with Death
5420,8273,25565,Endless Circuit,Lightning Damage
5421,51241,55118,Charm Charges,Charm Charges
5422,50420,51241,Charm Charges,Charm Charges
5423,50420,31364,Charm Charges,Primal Protection
5424,55118,50420,Charm Charges,Charm Charges
5425,60210,63431,Poison Mastery,Leeching Toxins
5426,6078,61119,Poison Chance,Poison Duration
5427,64325,45304,Poison Damage,Poison Duration
5428,45304,6078,Poison Duration,Poison Chance
5429,61119,64325,Poison Duration,Poison Damage
5430,61119,63431,Poison Duration,Leeching Toxins
5431,1801,60,Blind Chance,Blind Chance
5432,60,58426,Blind Chance,Pocket Sand
5433,58426,34401,Pocket Sand,Blind Mastery
5434,15356,18815,Lightning Penetration,Lightning Penetration
5435,2334,65091,Dexterity,Evasion
5436,2334,3209,Dexterity,Evasion
5437,17420,18717,Lightning Damage,Lightning Damage
5438,17420,25565,Lightning Damage,Lightning Damage
5439,17420,15356,Lightning Damage,Lightning Penetration
5440,18815,40990,Lightning Penetration,Exposed to the Storm
5441,25565,722,Lightning Damage,Attribute
5442,34478,43064,Bond of the Viper,Attack Damage and Companion Damage as Chaos
5443,34478,56701,Bond of the Viper,Companion Mastery
5444,53150,15270,Sharp Sight,Attack Mastery
5445,53150,17589,Sharp Sight,Attack Damage
5446,17589,36085,Attack Damage,Serrated Edges
5447,17589,64462,Attack Damage,Mana Leech
5448,45012,8246,Attack Damage,Attack Damage
5449,45012,64462,Attack Damage,Mana Leech
5450,45012,41017,Attack Damage,Attribute
5451,8246,37548,Attack Damage,Mana Leech
5452,8246,64462,Attack Damage,Mana Leech
5453,37742,15270,Manifold Method,Attack Mastery
5454,37742,8246,Manifold Method,Attack Damage
5455,64462,53150,Mana Leech,Sharp Sight
5456,37548,37742,Mana Leech,Manifold Method
5457,37548,17589,Mana Leech,Attack Damage
5458,36085,37548,Serrated Edges,Mana Leech
5459,36085,15270,Serrated Edges,Attack Mastery
5460,41017,14262,Attribute,Attribute
5461,41017,1801,Attribute,Blind Chance
5462,59657,42078,First Teachings of the Keeper,The Hollowkeeper
