node_key,skill,id,name,type,ascendancy_id,group,orbit,orbit_index,x,y,stats,stat_count,recipe,flavour_text,reminder_text,granted_passive_points,granted_skill_name,granted_skill_type_line,granted_skill_base_type,is_notable,is_keystone,is_mastery,is_jewel_socket,is_ascendancy_start,is_generic_attribute,keystones_in_radius,out,in,edges,icon,active_effect_image,extra_json
15030,15030,deflect11,Consistent Intake,notable,,1107,7,5,4627.73,1895.98,15% increased [ParriedDebuff|Parried Debuff] [BuffMagnitude|Magnitude]|Cannot be [Critical|Critically Hit] while [Parry|Parrying],2,DilutedLiquidGuilt|DilutedLiquidGreed|DilutedLiquidIre,,,,,,,true,,,,,,,45693|21324,39658,4364|4359|4360,Art/2DArt/SkillIcons/passives/BucklersNotable1.png,,
49545,49545,deflect13,Parry Damage,small,,1107,7,13,4321.54,2202.17,20% increased [Parry] Damage,1,,,,,,,,,,,,,,,64851,18831,4365|4361,Art/2DArt/SkillIcons/passives/BucklerNode1.png,,
45693,45693,deflect1_,Shield Defences,small,,1107,0,0,4386.25,1960.69,"25% increased [Armour], [Evasion] and [EnergyShield|Energy Shield] from Equipped [Shield]",1,,,,,,,,,,,,,,,64851,15030,4359|4362,Art/2DArt/SkillIcons/passives/BucklerNode1.png,,
39658,39658,deflect6,Block,small,,1107,7,1,4450.95,1719.2,5% increased [Block] chance,1,,,,,,,,,,,,,,,18831|15030,,4363|4364,Art/2DArt/SkillIcons/passives/BucklerNode1.png,,
18831,18831,deflect7,Block,small,,1107,2,19,4227.83,1918.24,5% increased [Block] chance,1,,,,,,,,,,,,,,,49545,60505|39658,4240|4363|4365,Art/2DArt/SkillIcons/passives/BucklerNode1.png,,
21324,21324,mastery_block87,Buckler Mastery,mastery,,1107,2,7,4544.66,2003.13,,0,,,,,,,,,,true,,,,,,64851|15030,4358|4360,Art/2DArt/SkillIcons/passives/MasteryGroupShield.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryBucklersPattern.png,
60974,60974,remnant12_,Additional Remnant Chance,small,,1108,2,2,4496.61,-8429.63,5% chance to create an additional [Remnant],1,,,,,,,,,,,,,,33979,1506,42339,4368|4366,Art/2DArt/SkillIcons/passives/Remnant.png,,
1506,1506,remnant14,Remnant Attraction,notable,,1108,2,20,4272.59,-8369.6,10% chance to create an additional [Remnant]|[Remnant|Remnants] can be collected from 50% further away,2,LiquidDespair|LiquidDisgust|ConcentratedLiquidIsolation,,,,,,,true,,,,,,33979,,60974|60324,4366|4367,Art/2DArt/SkillIcons/passives/RemnantNotable.png,,
60324,60324,remnant16_,Remnant Pickup Range,small,,1108,2,14,4332.61,-8145.58,[Remnant|Remnants] can be collected from 20% further away,1,,,,,,,,,,,,,,33979,1506,18744,4369|4367,Art/2DArt/SkillIcons/passives/Remnant.png,,
42339,42339,remnant17,Additional Remnant Chance,small,,1108,2,6,4578.61,-8287.6,5% chance to create an additional [Remnant],1,,,,,,,,,,,,,,33979,60974,4059,4436|4368,Art/2DArt/SkillIcons/passives/Remnant.png,,
18744,18744,remnant18,Remnant Pickup Range,small,,1108,2,10,4496.61,-8145.58,[Remnant|Remnants] can be collected from 20% further away,1,,,,,,,,,,,,,,33979,60324,4059,4435|4369,Art/2DArt/SkillIcons/passives/Remnant.png,,
12761,12761,evasion_and_energy_shield10,Evasion and Energy Shield,small,,1109,2,4,4577.4,-1974.44,12% increased [Evasion|Evasion Rating]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,,17367|12249,4374|4378,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
19156,19156,evasion_and_energy_shield14,Immaterial,notable,,1109,2,12,4435.38,-1728.44,50% increased [Evasion|Evasion Rating] if [ESRecharge|Energy Shield Recharge] has started in the past 2 seconds|30% increased [Evasion|Evasion Rating] while you have [EnergyShield|Energy Shield],2,DilutedLiquidIre|LiquidDisgust|LiquidEnvy,,,,,,,true,,,,,,,12249|17283,,4370|4371,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
53941,53941,evasion_and_energy_shield15,Shimmering,notable,,1109,3,12,4435.38,-1558.44,10% [FasterESRechargeStart|faster start of Energy Shield Recharge]|20% increased [Evasion] Rating if you haven't been [HitDamage|Hit] [Recently]|3% increased Movement Speed while you have [EnergyShield|Energy Shield],3,LiquidEnvy|LiquidEnvy|ConcentratedLiquidSuffering,,,,,,,true,,,,,,,17283,17367|62841,4373|4377|4372,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
17367,17367,evasion_and_energy_shield16,Evasion and Energy Shield,small,,1109,3,4,4724.63,-2059.44,12% increased [Evasion|Evasion Rating]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,53941|12761,62841,4375|4373|4374,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
62841,62841,evasion_and_energy_shield17,Evasion and Energy Shield,small,,1109,3,20,4146.12,-2059.44,12% increased [Evasion|Evasion Rating]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,17367|56045|53941,,4375|4376|4377,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
12249,12249,evasion_and_energy_shield9_,Evasion and Energy Shield,small,,1109,2,20,4293.35,-1974.44,12% increased [Evasion|Evasion Rating]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,12761,19156,4370|4378,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
17283,17283,mastery_evasion_and_energy_shield_6496,Evasion and Energy Shield Mastery,mastery,,1109,0,0,4435.38,-1892.44,,0,,,,,,,,,,true,,,,,,19156|53941,4371|4372,Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryEvasionAndEnergyShieldPattern.png,
45481,45481,mana_regeneration10,Mana Regeneration,small,,1110,2,16,4295.99,-3018.56,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,52765,34300,4381|4379,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
29408,29408,mana_regeneration11,Mana Cost Efficiency,small,,1110,2,8,4580.04,-3018.56,8% increased Mana Cost [Efficiency],1,,,,,,,,,,,,,,,31888,11604,4423|4380,Art/2DArt/SkillIcons/passives/mana.png,,
52765,52765,mana_regeneration12,Mana Regeneration,small,,1110,2,12,4438.01,-2936.56,10% increased Mana Regeneration Rate,1,,,,,,,,,,,,,,,,45481|11604,4379|4424,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
34300,34300,mana_regeneration17,Conservative Casting,notable,,1110,2,22,4356.01,-3242.59,20% increased Mana Regeneration Rate|15% increased Mana Cost [Efficiency],2,LiquidDisgust|LiquidDisgust|DilutedLiquidIre,,,,,,,true,,,,,,,45481|13862,31888,4383|4381|4382,Art/2DArt/SkillIcons/passives/manaregeneration.png,,
31888,31888,mana_regeneration8,Mana Cost Efficiency,small,,1110,2,4,4580.04,-3182.56,8% increased Mana Cost [Efficiency],1,,,,,,,,,,,,,,,34300,29408,4380|4383,Art/2DArt/SkillIcons/passives/mana.png,,
13862,13862,mastery_mana162,Mana Mastery,mastery,,1110,0,0,4438.01,-3100.56,,0,,,,,,,,,,true,,,,,,34300,4382,Art/2DArt/SkillIcons/passives/MasteryGroupMana.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryManaPattern.png,
24922,24922,attributes19,Attribute,attribute,,1111,0,0,4451.73,7751.52,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,9085,18923|64345|17077,12451|34201,4270|4492|4384|4385|4386,Art/2DArt/SkillIcons/passives/plusattribute.png,,
40918,40918,ailments35,Ailment Effect and Duration,small,,1112,0,0,4468.06,5319.67,5% increased [BuffMagnitude|Magnitude] of [Ailments] you inflict|5% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies,2,,,,,,,,,,,,,,25100,1773,36298,4405|4387,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
26068,26068,attack35,Attack Damage,small,,1113,3,4,4769.91,2982.72,10% increased [Attack] Damage,1,,,,,,,,,,,,,,,37389,63888,4538|4388,Art/2DArt/SkillIcons/passives/damage.png,,
37389,37389,attack36,Attack Damage,small,,1113,2,4,4622.68,3067.72,10% increased [Attack] Damage,1,,,,,,,,,,,,,,,37644|28061,26068,4388|4389|4390,Art/2DArt/SkillIcons/passives/damage.png,,
28061,28061,elemental54,Elemental Attack Damage,small,,1113,7,8,4697.16,3274.72,12% increased [ElementalDamage|Elemental] Damage with [Attack|Attacks],1,,,,,,,,,,,,,,,35878,37389,4390|4391,Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.png,,
35878,35878,elemental55,Elemental Attack Damage,small,,1113,7,11,4545.36,3391.21,12% increased [ElementalDamage|Elemental] Damage with [Attack|Attacks],1,,,,,,,,,,,,,,,50884,28061,4391|4392,Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.png,,
50884,50884,elemental56,Primal Sundering,notable,,1113,7,14,4355.65,3366.23,Damage [Penetration|Penetrates] 12% [ElementalDamage|Elemental] [Resistances]|8% increased Area of Effect for [Attack|Attacks],2,DilutedLiquidGuilt|ConcentratedLiquidFear|DilutedLiquidIre,,,,,,,true,,,,,,,53696,35878,4392|4393,Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.png,,
53696,53696,mastery_attack10_,Attack Mastery,mastery,,1113,0,0,4480.65,3149.72,,0,,,,,,,,,,true,,,,,,50884|46874|7449,4393|4396|4397,Art/2DArt/SkillIcons/passives/AttackBlindMastery.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryAttackPattern.png,
37644,37644,physical27_,Physical Attack Damage,small,,1113,7,0,4480.65,2899.72,12% increased [Attack] [Physical] Damage,1,,,,,,,,,,,,,,,46874,37389,4389|4394,Art/2DArt/SkillIcons/passives/PhysicalDamageNode.png,,
46874,46874,physical38,Physical Attack Damage,small,,1113,7,21,4303.88,2972.95,12% increased [Attack] [Physical] Damage,1,,,,,,,,,,,,,,,7449|53696,37644,4394|4395|4396,Art/2DArt/SkillIcons/passives/PhysicalDamageNode.png,,
7449,7449,physical39,Splinters,notable,,1113,7,18,4230.65,3149.72,30% increased [Stun] Buildup|[HitDamage|Hits] [ArmourBreak|Break] 50% increased [Armour|Armour] on targets with [Ailments],2,LiquidEnvy|LiquidParanoia|LiquidDespair,,,,,,,true,,,,,,,53696,46874,4395|4397,Art/2DArt/SkillIcons/passives/PhysicalDamageNode.png,,
1773,1773,ailments36,Ailment Effect and Duration,small,,1114,0,0,4488.81,5009.54,5% increased [BuffMagnitude|Magnitude] of [Ailments] you inflict|5% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies,2,,,,,,,,,,,,,,25100,51213,40918,4387|4398,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
30562,30562,evasion_and_energy_shield12_,Inner Faith,notable,,1115,2,18,4356.4,-6892.55,20% increased [Evasion|Evasion Rating]|20% increased maximum [EnergyShield|Energy Shield]|25% reduced [BuffEffect|effect] of [Curse|Curses] on you,3,LiquidEnvy|DilutedLiquidGreed|ConcentratedLiquidIsolation,,,,,,,true,,,,,,,11032,13711|3203,4400|4401|4399,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
13711,13711,evasion_and_energy_shield18,Evasion and Energy Shield,small,,1115,7,22,4395.4,-7109.06,12% increased [Evasion|Evasion Rating]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,30562,8908,4403|4400,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
3203,3203,evasion_and_energy_shield19,Deflection and Energy Shield Delay,small,,1115,7,14,4395.4,-6676.05,Gain [Deflect|Deflection Rating] equal to 5% of [Evasion|Evasion Rating]|4% [FasterESRechargeStart|faster start of Energy Shield Recharge],2,,,,,,,,,,,,,,,30562|28464,,4401|4402,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
8908,8908,evasion_and_energy_shield20,Evasion and Energy Shield,small,,1115,7,6,4770.4,-6892.55,12% increased [Evasion|Evasion Rating]|12% increased maximum [EnergyShield|Energy Shield],2,,,,,,,,,,,,,,,13711,28464|24165,4415|4646|4403,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
11032,11032,mastery_energyshield101,Evasion and Energy Shield Mastery,mastery,,1115,0,0,4520.4,-6892.55,,0,,,,,,,,,,true,,,,,,30562,4399,Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShield.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryEvasionAndEnergyShieldPattern.png,
36298,36298,ailments23,Ailment Effect,small,,1116,0,0,4526.88,5794.6,10% increased [BuffMagnitude|Magnitude] of [Ailments] you inflict,1,,,,,,,,,,,,,,9085,8510|40918,61976,4478|4404|4405,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
33823,33823,mastery_criticals63,Critical Mastery,mastery,,1117,0,0,4536.81,-4967.55,,0,,,,,,,,,,true,,,,,,13724,4502,Art/2DArt/SkillIcons/passives/MasteryGroupCrit.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryCriticalsPattern.png,
4519,4519,criticals18,Damage on Critical,small,,1118,0,0,4542.03,-5257.07,10% increased Damage if you've dealt a [Critical|Critical Hit] [Recently],1,,,,,,,,,,,,,,,13724,4346,4437|4406,Art/2DArt/SkillIcons/passives/criticalstrikechance.png,,
20236,20236,criticals19,Attack and Cast Speed on Critical,small,,1119,0,0,4542.03,-4689.38,3% increased [Attack] Speed if you've dealt a [Critical|Critical Hit] [Recently|Recently]|3% increased Cast Speed if you've dealt a [Critical|Critical Hit] [Recently|Recently],2,,,,,,,,,,,,,,,4346,13724,4501|4407,Art/2DArt/SkillIcons/passives/criticalstrikechance.png,,
58932,58932,AscendancyWitch3Notable8,Eldritch Empowerment,notable,Witch3,1120,0,0,4542.44,-18072.1,"[Sacrifice|Sacrificing] [EnergyShield|Energy Shield] does not interrupt [ESRecharge|Recharge]|[Sacrifice] 5% of maximum [EnergyShield|Energy Shield] when you Cast a [Spell]
[Spell|Spells] for which this [Sacrifice] was fully made deal 30% more Damage",2,,,,,,,,true,,,,,,,,39241,4514,Art/2DArt/SkillIcons/passives/Lich/LichSpellCostESandMoreDMG.png,,
27262,27262,ailments15,Ailment Chance and Effect,small,,1121,0,0,4562.63,9687.25,6% increased chance to inflict [Ailments]|6% increased [BuffMagnitude|Magnitude] of [DamagingAilments|Damaging Ailments] you inflict,2,,,,,,,,,,,,,,,49110,17702,4470|4408,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
51213,51213,ailments39_,Wasting,notable,,1122,0,0,4563.3,4714.06,15% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies|30% increased Damage with [HitDamage|Hits] against Enemies affected by [Ailments],2,DilutedLiquidGuilt|ConcentratedLiquidFear|LiquidDespair,,,,,,,true,,,,,,25100,64747,1773,4398|4409,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
50912,50912,attack46,Imbibed Power,notable,,1123,7,20,4380.72,197.945,6% increased [Attack] Speed during any [Flask] Effect|25% increased Damage during any [Flask] Effect,2,DilutedLiquidIre|LiquidDisgust|LiquidParanoia,,,,,,,true,,,,,,,,49461|21314,4410|4411,Art/2DArt/SkillIcons/passives/damage.png,,
49461,49461,attack48,Attack Speed,small,,1123,2,23,4554.78,164.533,3% increased [Attack] Speed,1,,,,,,,,,,,,,,,50912,18818,4413|4410,Art/2DArt/SkillIcons/passives/damage.png,,
21314,21314,attack50,Attack Damage,small,,1123,2,17,4438.81,365.391,10% increased [Attack] Damage,1,,,,,,,,,,,,,,,50912,18818,4414|4411,Art/2DArt/SkillIcons/passives/damage.png,,
18818,18818,attack51,Attack Damage and Speed,small,,1123,0,0,4597.23,322.945,2% increased [Attack] Speed|5% increased [Attack] Damage,2,,,,,,,,,,,,,,,29517|49461|21314,,4412|4413|4414,Art/2DArt/SkillIcons/passives/damage.png,,
28464,28464,evasion_and_energy_shield38_,Deflection and Energy Shield Delay,small,,1124,0,0,4599.58,-6751.84,Gain [Deflect|Deflection Rating] equal to 5% of [Evasion|Evasion Rating]|4% [FasterESRechargeStart|faster start of Energy Shield Recharge],2,,,,,,,,,,,,,,,8908,3203,4402|4415,Art/2DArt/SkillIcons/passives/EvasionandEnergyShieldNode.png,,
45193,45193,poison13,Poison Damage,small,,1125,2,17,4446.89,1317.68,10% increased [BuffMagnitude|Magnitude] of [Poison] you inflict,1,,,,,,,,,,,,,,,4083,35644,4420|4416,Art/2DArt/SkillIcons/passives/Poison.png,,
4083,4083,poison14,Poison Damage,small,,1125,2,11,4647.75,1433.65,10% increased [BuffMagnitude|Magnitude] of [Poison] you inflict,1,,,,,,,,,,,,,,,33815|43677,45193,4416|4417|4418,Art/2DArt/SkillIcons/passives/Poison.png,,
33815,33815,poison15,Poison Duration,small,,1125,2,5,4763.72,1232.79,10% increased [Poison] Duration,1,,,,,,,,,,,,,,,35644,4083,4417|4419,Art/2DArt/SkillIcons/passives/Poison.png,,
35644,35644,poison17,Poison Damage,small,,1125,3,23,4518.86,952.616,10% increased [BuffMagnitude|Magnitude] of [Poison] you inflict,1,,,,,,,,,,,,,,,45193|65009,33815,4419|4420|4421,Art/2DArt/SkillIcons/passives/Poison.png,,
43677,43677,poison18,Crippling Toxins,notable,,1125,0,0,4605.3,1275.23,25% chance for [Attack|Attacks] to [Maim|Maim] on [HitDamage|Hit] against [Poison|Poisoned] Enemies|25% increased [BuffMagnitude|Magnitude] of [Poison] you inflict,2,LiquidEnvy|ConcentratedLiquidIsolation|LiquidEnvy,,,,,,,true,,,,,,,,4083,4418,Art/2DArt/SkillIcons/passives/Poison.png,,
33979,33979,passive_keystone_conduit,Conduit,keystone,,1126,0,0,4648.31,-8702.96,"If you would gain a [Charges|Charge], [Allies] in your [Presence] gain that [Charges|Charge] instead",1,,"To me, brave companions! Feel my radiance flow through you!",,,,,,,true,,,,,,,10382,4550,Art/2DArt/SkillIcons/passives/KeystoneConduit.png,,
11604,11604,attributes28,Attribute,attribute,,1127,0,0,4671.12,-2696.8,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,,17088|29408|52765,56045|21713,4233|4526|4422|4423|4424,Art/2DArt/SkillIcons/passives/plusattribute.png,,
49661,49661,bleed12,Perfectly Placed Knife,notable,,1128,1,2,4758.1,7289.29,25% increased [Critical|Critical Hit Chance] against [Bleeding] Enemies|20% chance to [Aggravate] [Bleeding] on targets you [Critical|Critically Hit] with [Attack|Attacks],2,ConcentratedLiquidFear|LiquidParanoia|ConcentratedLiquidIsolation,,,,,,,true,,,,,,9085,,33391,4428,Art/2DArt/SkillIcons/passives/Blood2.png,,
49394,49394,bleed2,Critical Bleeding Effect,small,,1128,7,19,4445.6,7265.59,15% increased [BuffMagnitude|Magnitude] of [Bleeding|Bleeding] you inflict with [Critical|Critical Hits],1,,,,,,,,,,,,,,9085,23786,39570,4430|4425,Art/2DArt/SkillIcons/passives/Blood2.png,,
23786,23786,bleed3,Critical Bleeding Effect,small,,1128,2,9,4803.05,7446.26,15% increased [BuffMagnitude|Magnitude] of [Bleeding|Bleeding] you inflict with [Critical|Critical Hits],1,,,,,,,,,,,,,,9085,33391,49394,4425|4426,Art/2DArt/SkillIcons/passives/Blood2.png,,
33391,33391,bleed7,Critical Bleeding Effect,small,,1128,3,5,5009.7,7243.85,15% increased [BuffMagnitude|Magnitude] of [Bleeding|Bleeding] you inflict with [Critical|Critical Hits],1,,,,,,,,,,,,,,9085,56330|49661,23786,4426|4427|4428,Art/2DArt/SkillIcons/passives/Blood2.png,,
56330,56330,bleed8_,Bleeding Chance on Critical,small,,1128,7,22,4562.08,7113.79,10% chance to inflict Bleeding on [Critical|Critical Hit] with [Attack|Attacks],1,,,,,,,,,,,,,,9085,39570,33391,4427|4429,Art/2DArt/SkillIcons/passives/Blood2.png,,
39570,39570,bleed9,Bleeding Chance on Critical,small,,1128,4,59,4244.81,7124.06,10% chance to inflict Bleeding on [Critical|Critical Hit] with [Attack|Attacks],1,,,,,,,,,,,,,,9085,49394,18923|56330,4273|4429|4430,Art/2DArt/SkillIcons/passives/Blood2.png,,
3251,3251,attributes1,Attribute,attribute,,1129,0,0,4693.79,-9892.16,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,33979,21984,10131|40313|61905|3628|45319,4193|4348|4448|4522|4653|4431,Art/2DArt/SkillIcons/passives/plusattribute.png,,
4059,4059,attributes23,Attribute,attribute,,1130,0,0,4703.02,-8121.08,+5 to any [Attributes|Attribute],1,,,,,,,,,,,,,true,33979,10382|9510|2446|18744|42339,25557,4106|4432|4433|4434|4435|4436,Art/2DArt/SkillIcons/passives/plusattribute.png,,
4346,4346,criticals13,Critical Chance,small,,1131,0,0,4705.26,-4974.35,10% increased [Critical|Critical Hit Chance],1,,,,,,,,,,,,,,25520,4519|20677,20236,4407|4437|4438,Art/2DArt/SkillIcons/passives/criticalstrikechance.png,,
7782,7782,physical_witch10,Rupturing Pins,notable,,1132,3,0,4748.75,-11059.2,40% increased [BuffMagnitude|Magnitude] of [Bleeding] you inflict against [Pinned] Enemies,1,DilutedLiquidGreed|ConcentratedLiquidSuffering|DilutedLiquidGuilt,,,,,,,true,,,,,,,6161,48805|64996,4440|4452|4439,Art/2DArt/SkillIcons/passives/Blood2.png,,
48805,48805,physical_witch11,Spell Critical Chance,small,,1132,7,4,4965.25,-10850.2,10% increased [Critical|Critical Hit Chance] for [Spell|Spells],1,,,,,,,,,,,,,,,7782|26563,4810,4444|4440|4441,Art/2DArt/SkillIcons/passives/Blood2.png,,
26563,26563,physical_witch12,Bone Chains,notable,,1132,4,12,5171.37,-10969.2,[Physical] [Spell] [Critical] [HitDamage|Hits] build [Pinned|Pin],1,ConcentratedLiquidFear|LiquidDespair|ConcentratedLiquidFear,,,,,,,true,,,,,,,12778|6161,48805,4441|4442|4443,Art/2DArt/SkillIcons/passives/Blood2.png,,
4810,4810,physical_witch13,Sanguine Tolerance,notable,,1132,1,6,4748.75,-10643.2,Immune to [CorruptedBlood|Corrupted Blood]|40% reduced Duration of [Bleeding] on You,2,ConcentratedLiquidIsolation|LiquidDisgust|DilutedLiquidGreed,,,,,,,true,,,,,,,48805|6161,64996,4453|4444|4445,Art/2DArt/SkillIcons/passives/Blood2.png,,
61905,61905,physical_witch5_,Bleed Chance,small,,1132,3,12,4748.75,-10391.2,5% chance to inflict [Bleeding|Bleeding] on [HitDamage|Hit],1,,,,,,,,,,,,,,,12778|8938|3251,,4446|4447|4448,Art/2DArt/SkillIcons/passives/Blood2.png,,
8938,8938,physical_witch6,Bleed Chance,small,,1132,3,16,4459.49,-10558.2,5% chance to inflict [Bleeding|Bleeding] on [HitDamage|Hit],1,,,,,,,,,,,,,,,33229,61905,4447|4449,Art/2DArt/SkillIcons/passives/Blood2.png,,
12778,12778,physical_witch7,Spell Critical Chance,small,,1132,3,8,5038,-10558.2,10% increased [Critical|Critical Hit Chance] for [Spell|Spells],1,,,,,,,,,,,,,,,,26563|61905,4442|4446,Art/2DArt/SkillIcons/passives/Blood2.png,,
33229,33229,physical_witch8,Haemorrhaging Cuts,notable,,1132,4,60,4326.12,-10969.2,Enemies you inflict [Bleeding] on cannot Regenerate Life,1,DilutedLiquidIre|ConcentratedLiquidIsolation|LiquidParanoia,,,,,,,true,,,,,,,64996|6161,8938,4449|4450|4451,Art/2DArt/SkillIcons/passives/Blood2.png,,
64996,64996,physical_witch9,Bleed Chance,small,,1132,7,20,4532.24,-10850.2,5% chance to inflict [Bleeding|Bleeding] on [HitDamage|Hit],1,,,,,,,,,,,,,,,7782|4810,33229,4450|4452|4453,Art/2DArt/SkillIcons/passives/Blood2.png,,
6161,6161,mastery_bleeding_6328_,Bleeding Mastery,mastery,,1133,0,0,4750.42,-10827.1,,0,,,,,,,,,,true,,,,,,7782|26563|4810|33229,4439|4443|4445|4451,Art/2DArt/SkillIcons/passives/BloodMastery.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryBleedingPattern.png,
42460,42460,ailments41_,Ailment Chance,small,,1134,7,3,4942.78,3718.88,10% increased chance to inflict [Ailments],1,,,,,,,,,,,,,,,11882,46182,4456|4454,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
11882,11882,ailments42,Ailment Chance,small,,1134,4,3,4892.31,3424.28,10% increased chance to inflict [Ailments],1,,,,,,,,,,,,,,,63888,42460,4454|4455,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
46182,46182,ailments43,Intense Dose,notable,,1134,0,0,4766,3895.65,20% increased chance to inflict [Ailments]|15% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies,2,ConcentratedLiquidFear|ConcentratedLiquidFear|LiquidDisgust,,,,,,,true,,,,,,,42460,33838,4457|4456,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
33838,33838,ailments44,Ailment Chance and Duration,small,,1134,7,15,4589.23,4072.43,6% increased chance to inflict [Ailments]|6% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies,2,,,,,,,,,,,,,,,46182,64747,4458|4457,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
64747,64747,ailments45,Ailment Chance and Duration,small,,1134,4,39,4639.7,4367.03,6% increased chance to inflict [Ailments]|6% increased Duration of [DamagingAilments|Damaging Ailments] on Enemies,2,,,,,,,,,,,,,,,33838,51213,4409|4458,Art/2DArt/SkillIcons/passives/PhysicalDamageChaosNode.png,,
6912,6912,mastery_twohand243,Two Hand Mastery,mastery,,1135,0,0,4782.59,9204.08,,0,,,,,,,,,,true,,,,,,23244|29899,4461|4463,Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.png,Art/2DArt/UIImages/InGame/PassiveMastery/MasteryBackgroundGraphic/MasteryTwoHandsPattern.png,
20467,20467,slaying1,Culling Strike Threshold,small,,1136,3,12,4786.73,9464.06,5% increased [CullingStrike|Culling Strike] Threshold,1,,,,,,,,,,,,,,,58312,16786|17702,4467|4471|4459,Art/2DArt/SkillIcons/passives/executioner.png,,
23244,23244,slaying11,Bounty Hunter,notable,,1136,7,3,4963.5,8953.29,Recover 1% of maximum Life on Kill|Recover 1% of maximum Mana on Kill|25% increased [CullingStrike|Culling Strike] Threshold,3,LiquidDespair|ConcentratedLiquidSuffering|DilutedLiquidGuilt,,,,,,,true,,,,,,,21792|6912,49497,4465|4460|4461,Art/2DArt/SkillIcons/passives/executioner.png,,
29899,29899,slaying12_,Finish Them,notable,,1136,7,21,4609.95,8953.29,40% increased [CullingStrike|Culling Strike] Threshold against [Immobilised] Enemies,1,ConcentratedLiquidSuffering|LiquidDespair|DilutedLiquidGuilt,,,,,,,true,,,,,,,19001|6912,21792,4466|4462|4463,Art/2DArt/SkillIcons/passives/executioner.png,,
58312,58312,slaying2_,Culling Strike Threshold,small,,1136,7,10,4911.73,9346.57,5% increased [CullingStrike|Culling Strike] Threshold,1,,,,,,,,,,,,,,,49497,20467,4459|4464,Art/2DArt/SkillIcons/passives/executioner.png,,
49497,49497,slaying3,Culling Strike Threshold,small,,1136,7,6,5036.73,9130.06,5% increased [CullingStrike|Culling Strike] Threshold,1,,,,,,,,,,,,,,,23244,58312,4464|4465,Art/2DArt/SkillIcons/passives/executioner.png,,
