id,int_id,name,page_name,main_page,atlas_sub_tree,type,frame,icon,stat_text_raw,stat_text,flavour_text,reminder_text,connections,connection_count,skill_points,weapon_set_points,buff_id,is_in_game,is_atlas_passive,is_keystone,is_notable,is_starting_node,is_multiple_choice,is_multiple_choice_option,is_icon_only,is_jewel_socket,is_attribute,is_free
AtlasBreachNotable4,,Exquisite Design,,,Breach,notable,,File:BreachNotable6 (AtlasTrees) passive skill icon.png,The Genesis Tree has 5 extra passive points for the Amulet Womb,The Genesis Tree has 5 extra passive points for the Amulet Womb,,,AtlasBreachSmall1,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBreachNotable5,,Tear Open the Rift,,,Breach,notable,,File:BreachNotable4 (AtlasTrees) passive skill icon.png,Revealing Breach Strongholds will consume an additional Breachstone if able to add Modifiers to revealed Maps,Revealing [[Breach|Breach Strongholds]] will consume an additional Breachstone if able to add Modifiers to revealed Maps,,,AtlasBreachSmall14,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBreachNotable6,,Shape the Chains,,,Breach,keystone,,File:MapsAdditionalBreaches (AtlasTrees) passive skill icon.png,Select Breach Monster Bonus,Select [[Breach]] Monster Bonus,,,AtlasBreachSmall15,1,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasBreachNotable7,,Swelling Hives,,,Breach,notable,,File:BreachNotable8 (AtlasTrees) passive skill icon.png,Breach Hives have an additional wave of Hiveborn Monsters,[[Breach]] Hives have an additional wave of Hiveborn Monsters,,,"AtlasBreachSmall11,AtlasBreachSmall12,AtlasBreachSmall3",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBreachNotable8,,Frantic Invasion,,,Breach,notable,,File:BreachNotable6 (AtlasTrees) passive skill icon.png,"Unstable Breaches have 100% increased chance to contain Vruun, Marshal of Xesht","Unstable [[Breach]]es have 100% increased chance to contain Vruun, Marshal of Xesht",,,"AtlasBreachSmall13,AtlasBreachSmall10,AtlasBreachSmall6",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBreachNotable9,,Study the Chains,,,Breach,notable,,File:RareBreachMonsterBlessing (AtlasTrees) passive skill icon.png,"Vruun, Marshal of Xesht has 50% increased chance to drop Lineage Supports","Vruun, Marshal of Xesht has 50% increased chance to drop [[Lineage Supports]]",,,AtlasBreachSmall10,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasBreachSmall1,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable4,AtlasBreachNotable11_",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall10,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable9,AtlasBreachNotable8",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall11,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable1,AtlasBreachNotable7",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall12,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable12,AtlasBreachNotable7",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall13,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable10,AtlasBreachNotable8",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall14,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable5,AtlasBreachNotable14",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall15,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable6,AtlasBreachNotable15",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall16,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable16,AtlasBreachStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall2_,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable3,AtlasBreachNotable16",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall3,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable7,AtlasBreachStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall4,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable14,AtlasBreachNotable16",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall5,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable13,AtlasBreachNotable12",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall6,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable8,AtlasBreachStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall7,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable15,AtlasBreachNotable16",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall8,,Wombgift Quantity,,,Breach,small,,File:BreachNode2 (AtlasTrees) passive skill icon.png,5% increased Quantity of Wombgifts found,5% increased Quantity of [[Wombgifts]] found,,,"AtlasBreachNotable2,AtlasBreachNotable11_",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachSmall9,,Hiveblood Quantity,,,Breach,small,,File:BreachNodeChaos (AtlasTrees) passive skill icon.png,5% increased Quantity of Hiveblood found,5% increased Quantity of Hiveblood found,,,"AtlasBreachNotable11_,AtlasBreachStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasBreachStart,5477,,,,Breach,start,,File:MasteryBlank passive skill icon.png,,,,,,0,0,0,,true,true,false,false,true,false,false,false,false,false,false
AtlasDeliriumNotable1,,The mirrors... the mirrors!,,,Delirium,notable,,File:DeliriumNotable1 (AtlasTrees) passive skill icon.png,50% increased Fracturing Mirrors manifested within Delirium Fog,50% increased [[Fracturing Mirrors]] manifested within [[Delirium|Delirium Fog]],,,"AtlasDeliriumSmall1,AtlasDeliriumSmall9,AtlasDeliriumSmall18",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable10,,Recurring Nightmares,,,Delirium,keystone,,File:DeliriumNotable5 (AtlasTrees) passive skill icon.png,Adjust the way Delirium Fog spreads from Grand Mirrors throughout the world,Adjust the way [[Delirium|Delirium Fog]] spreads from [[Grand Mirror]]s throughout the world,,,"AtlasDeliriumSmall13,AtlasDeliriumSmall14__",2,0,0,,true,true,true,false,false,false,false,false,false,false,false
AtlasDeliriumNotable10a,,Recurring Nightmares: Always Different.,,,Delirium,small,,File:DeliriumNotable5 (AtlasTrees) passive skill icon.png,Delirium Fog spread to Maps has 50% increased chance to spread to an additional Map | Delirium Fog spread to additional Maps has 25% chance to spread to each connected Map,[[Delirium|Delirium Fog]] spread to Maps has 50% increased chance to spread to an additional Map | [[Delirium|Delirium Fog]] spread to additional Maps has 25% chance to spread to each connected Map,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumNotable10b,,Recurring Nightmares: Always the Same.,,,Delirium,small,,File:DeliriumNotable5 (AtlasTrees) passive skill icon.png,Delirium Fog spreads to +4 Maps,[[Delirium|Delirium Fog]] spreads to +4 Maps,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumNotable11_,,Is this about me... or you?,,,Delirium,notable,,File:DeliriumNotable8 (AtlasTrees) passive skill icon.png,Megalomaniac Jewels found have a 10% chance to allocate 3 notable passive skills | Simulacrum Splinters can drop from Delirium Monsters in level 75+ Map Areas,Megalomaniac Jewels found have a 10% chance to allocate 3 notable passive skills | Simulacrum Splinters can drop from [[Delirium]] Monsters in level 75+ Map Areas,,,AtlasDeliriumSmall16,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable12,,I see your true nature now!,,,Delirium,notable,,File:DeliriumNotable8 (AtlasTrees) passive skill icon.png,Delirium Fog may now manifest Shards which add an additional Boss to the Map Boss arena or a guaranteed Grand Mirror,[[Delirium|Delirium Fog]] may now manifest [[Fracturing Mirror Shards|Shards]] which add an additional Boss to the [[Map Boss]] arena or a guaranteed [[Grand Mirror]],,,"AtlasDeliriumSmall1,AtlasDeliriumSmall2_",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable13,,You thought you were free?,,,Delirium,notable,,File:DeliriumNotable6 (AtlasTrees) passive skill icon.png,25% chance for an additional Simulacrum when Delirium Fog is spread from Grand Mirrors,25% chance for an additional Simulacrum when [[Delirium|Delirium Fog]] is spread from [[Grand Mirror]]s,,,"AtlasDeliriumSmall16,AtlasDeliriumSmall4_",2,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable14,,There's nowhere to hide...,,,Delirium,notable,,File:DeliriumNotable6 (AtlasTrees) passive skill icon.png,Delirium Fog always spreads to all maps surrounding Simulacrums,[[Delirium]] Fog always spreads to all maps surrounding Simulacrums,,,"AtlasDeliriumSmall4_,AtlasDeliriumSmall11,AtlasDeliriumSmall3",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable15,,Are you sure you want to do that?,,,Delirium,notable,,File:DeliriumNotable6 (AtlasTrees) passive skill icon.png,Tablets have double Effect in areas with a Grand Mirror,[[Tablets]] have double Effect in areas with a [[Grand Mirror]],,,AtlasDeliriumSmall10,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable16,,I know your childhood fears...,,,Delirium,notable,,File:DeliriumNotable7 (AtlasTrees) passive skill icon.png,Liquid Emotions found have a 20% chance to be Ancient Liquid Emotions | 25% increased Liquid Emotions dropped by Monsters,[[Liquid Emotion]]s found have a 20% chance to be [[Ancient Liquid Emotions]] | 25% increased [[Liquid Emotion]]s dropped by Monsters,,,AtlasDeliriumSmall11,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable17,,You can't scare me anymore!,,,Delirium,notable,,File:DeliriumNotable7 (AtlasTrees) passive skill icon.png,Unique Monsters have a chance to drop Potent Emotions when slain within Delirium Fog: | 5% chance for Humanoids to drop Potent Liquid Melancholy | 5% chance for Beasts to drop Potent Liquid Ferocity | 5% chance for Constructs to drop Potent Liquid Contempt,[[Unique]] Monsters have a chance to drop Potent Emotions when slain within [[Delirium|Delirium Fog]]: | 5% chance for [[Monster category|Humanoids]] to drop Potent Liquid Melancholy | 5% chance for [[Monster category|Beasts]] to drop Potent Liquid Ferocity | 5% chance for [[Monster category|Constructs]] to drop Potent Liquid Contempt,,,AtlasDeliriumSmall12,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable2,,Is that the best you've got?!,,,Delirium,notable,,File:DeliriumNotable2 (AtlasTrees) passive skill icon.png,50% increased chance to manifest additional Escalation Shards within Delirium Fog,50% increased chance to manifest additional Escalation [[Fracturing Mirror Shards|Shards]] within [[Delirium|Delirium Fog]],,,AtlasDeliriumSmall2_,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable3,,You can't just wake up from this one.,,,Delirium,notable,,File:DeliriumNotable4 (AtlasTrees) passive skill icon.png,Delirium Fog dissipates 30% slower,[[Delirium|Delirium Fog]] dissipates 30% slower,,,"AtlasDeliriumSmall10,AtlasDeliriumSmall13,AtlasDeliriumSmall5",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable4,,I'm not afraid of you!,,,Delirium,notable,,File:DeliriumNotable4 (AtlasTrees) passive skill icon.png,Delirium Bosses in your Maps drop 100% increased Simulacrum Splinters | Delirium Bosses in your Maps have 50% increased maximum Life,[[Delirium]] Bosses in your Maps drop 100% increased Simulacrum Splinters | [[Delirium]] Bosses in your Maps have 50% increased maximum Life,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable5,,Come on! Face me!,,,Delirium,notable,,File:DeliriumNotable3 (AtlasTrees) passive skill icon.png,25% increased chance to manifest additional Unique Boss Shards within Delirium Fog | Slaying Unique Monsters pauses the Delirium Mirror Timer for 10 seconds,25% increased chance to manifest additional [[Unique]] Boss [[Fracturing Mirror Shards|Shards]] within [[Delirium|Delirium Fog]] | Slaying [[Unique]] Monsters pauses the [[Delirium]] Mirror Timer for 10 seconds,,,"AtlasDeliriumSmall12,AtlasDeliriumSmall14__,AtlasDeliriumSmall8",3,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable6,,Get out of my head!,,,Delirium,notable,,File:DeliriumNotable6 (AtlasTrees) passive skill icon.png,Magic Monsters within Delirium Fog have 25% chance to have an additional Delirium Modifier,Magic Monsters within [[Delirium|Delirium Fog]] have 25% chance to have an additional [[Delirium]] Modifier,,,AtlasDeliriumSmall6_,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable7_,,These demons are all your own...,,,Delirium,notable,,File:DeliriumNotable7 (AtlasTrees) passive skill icon.png,Rare Monsters always Manifest Delirium Demons when within Fog,Rare Monsters always Manifest [[Delirium]] Demons when within Fog,,,AtlasDeliriumSmall7,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable8,,Isn't it tempting?,,,Delirium,notable,,File:DeliriumNotable8 (AtlasTrees) passive skill icon.png,Currency which drops from Delirium Monsters in your Maps is stolen by the Map Boss | Each stolen Currency has a +20% chance to be Duplicated upon defeating the Map Boss if under the effects of Delirium,Currency which drops from [[Delirium]] Monsters in your Maps is stolen by the Map Boss | Each stolen Currency has a +20% chance to be Duplicated upon defeating the Map Boss if under the effects of [[Delirium]],,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumNotable9,,I'm not alone anymore!,,,Delirium,notable,,File:DeliriumNotable5 (AtlasTrees) passive skill icon.png,Azmeri Spirits within Delirium Fog manifest a Fracturing Mirror every 10 seconds,[[Azmeri Spirit]]s within [[Delirium|Delirium Fog]] manifest a [[Fracturing Mirrors|Fracturing Mirror]] every 10 seconds,,,AtlasDeliriumSmall9,1,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasDeliriumSmall1,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable12,AtlasDeliriumNotable1",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall10,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable15,AtlasDeliriumNotable3",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall11,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable16,AtlasDeliriumNotable14",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall12,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable17,AtlasDeliriumNotable5",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall13,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable10,AtlasDeliriumNotable3",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall14__,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable10,AtlasDeliriumNotable5",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall15,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall16,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable13,AtlasDeliriumNotable11_",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall17,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall18,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable1,AtlasDeliriumStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall2_,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable12,AtlasDeliriumNotable2",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall3,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable14,AtlasDeliriumStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall4_,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable13,AtlasDeliriumNotable14",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall5,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable3,AtlasDeliriumStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall6_,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable6,AtlasDeliriumStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall7,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable7_,AtlasDeliriumStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall8,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable5,AtlasDeliriumStart",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumSmall9,,Grand Mirror Chance,,,Delirium,small,,File:DeliriumNode1 (AtlasTrees) passive skill icon.png,5% increased chance for a Grand Mirror to appear on a nearby | Map when Map Bosses are slain within Fog,5% increased chance for a [[Grand Mirror]] to appear on a nearby | Map when [[Map Boss]]es are slain within Fog,,,"AtlasDeliriumNotable9,AtlasDeliriumNotable1",2,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasDeliriumStart,30679,,,,Delirium,start,,File:MasteryBlank passive skill icon.png,,,,,,0,0,0,,true,true,false,false,true,false,false,false,false,false,false
AtlasExpeditionNotable1,,Unearthed Anomalies,,,Expedition,notable,,File:ExpeditionNotable3 (AtlasTrees) passive skill icon.png,Remnants in your Maps have an additional Prefix Modifier | Remnants in your Maps have an additional Suffix Modifier,Remnants in your Maps have an additional Prefix Modifier | Remnants in your Maps have an additional Suffix Modifier,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable2_,,Disturbed Rest,,,Expedition,notable,,File:ExpeditionNotable1 (AtlasTrees) passive skill icon.png,30% increased number of Runic Monster Markers,30% increased number of [[Runic]] Monster Markers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable3_,,Detailed Records,,,Expedition,notable,,File:ExpeditionNotable2 (AtlasTrees) passive skill icon.png,+1 to Level of Expedition Logbooks found in your Maps | Expedition Logbooks found in your Maps always have 4 Implicit Modifiers,+1 to Level of [[Expedition]] [[Logbook]]s found in your Maps | [[Expedition]] [[Logbook]]s found in your Maps always have 4 Implicit Modifiers,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable4,,Frail Treasures,,,Expedition,notable,,File:ExpeditionDannig (AtlasTrees) passive skill icon.png,Expedition encounters in your Maps contain 3 additional Chest Markers | Expedition Chests in your Maps despawn after 5 seconds,[[Expedition]] encounters in your Maps contain 3 additional Chest Markers | [[Expedition]] Chests in your Maps despawn after 5 seconds,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable5,,Timed Detonations,,,Expedition,notable,,File:ExpeditionSpawnMissingLife (AtlasTrees) passive skill icon.png,Expedition Detonation Chains in your Maps travel 50% faster | 50% increased quantity of Artifacts dropped by Monsters in your Maps,[[Expedition]] Detonation Chains in your Maps travel 50% faster | 50% increased quantity of Artifacts dropped by Monsters in your Maps,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable6,,Legendary Battles,,,Expedition,notable,,File:ExpeditionNotable4 (AtlasTrees) passive skill icon.png,50% increased Quantity of Exotic Coinage dropped by Monsters in your Maps | 50% increased number of Rare Expedition Monsters,50% increased Quantity of Exotic Coinage dropped by Monsters in your Maps | 50% increased number of [[Rare]] [[Expedition]] Monsters,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable7_,,Extreme Archaeology,,,Expedition,notable,,File:ExtremeArchaeology (AtlasTrees) passive skill icon.png,Number of Explosives is one | 150% increased Explosive Radius in your Maps | 100% increased Explosive Placement Range in your Maps,Number of Explosives is one | 150% increased Explosive Radius in your Maps | 100% increased Explosive Placement Range in your Maps,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionNotable8,,Weight of History,,,Expedition,notable,,File:ExpeditionNotable5 (AtlasTrees) passive skill icon.png,35% increased Effect of Remnants in your Maps,35% increased Effect of Remnants in your Maps,,,,0,0,0,,true,true,false,true,false,false,false,false,false,false,false
AtlasExpeditionSmall1,,Logbook Chance,,,Expedition,small,,File:ExpeditionNode1 (AtlasTrees) passive skill icon.png,10% increased Quantity of Expedition Logbooks dropped by Runic Monsters in your Maps,10% increased Quantity of [[Expedition]] [[Logbook]]s dropped by [[Runic]] Monsters in your Maps,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasExpeditionSmall2,,Logbook Chance,,,Expedition,small,,File:ExpeditionNode1 (AtlasTrees) passive skill icon.png,10% increased Quantity of Expedition Logbooks dropped by Runic Monsters in your Maps,10% increased Quantity of [[Expedition]] [[Logbook]]s dropped by [[Runic]] Monsters in your Maps,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
AtlasExpeditionSmall3,,Logbook Chance,,,Expedition,small,,File:ExpeditionNode1 (AtlasTrees) passive skill icon.png,10% increased Quantity of Expedition Logbooks dropped by Runic Monsters in your Maps,10% increased Quantity of [[Expedition]] [[Logbook]]s dropped by [[Runic]] Monsters in your Maps,,,,0,0,0,,true,true,false,false,false,false,false,false,false,false,false
