id,name,statText,modDescription,type,tier,level,dropChance,valueRange,tags,modFamily,modType,modGroupId,weights,weightSources,category,isCraftable,isEssenceOnly,craftTags,allImplicitTags,addsTags,spawnTags,spawnWeights,applicableItemTypes,source,stats,displayTiers
LightningDamagePercent3,Bolting,(13-17)% increased Lightning Damage,(13-17)% increased Lightning Damage,prefix,3,33,100,"[13, 17]","['elemental_damage', 'damage', 'elemental', 'lightning']",['LightningDamagePercentage'],LightningDamagePercentage,LightningDamagePercent3,[500],['krakenbull'],LightningDamagePercentage,True,False,"['damage', 'elemental', 'lightning']","['elemental_damage', 'damage', 'elemental', 'lightning']",[],"['ring', 'default']","[{'tag': 'ring', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['rings'],LightningDamagePercent3,"[{'id': 'lightning_damage_+%', 'max': 17, 'min': 13}]",[4]
LightningDamagePercent4,Coursing,(18-22)% increased Lightning Damage,(18-22)% increased Lightning Damage,prefix,4,46,100,"[18, 22]","['elemental_damage', 'damage', 'elemental', 'lightning']",['LightningDamagePercentage'],LightningDamagePercentage,LightningDamagePercent4,[500],['krakenbull'],LightningDamagePercentage,True,False,"['damage', 'elemental', 'lightning']","['elemental_damage', 'damage', 'elemental', 'lightning']",[],"['ring', 'default']","[{'tag': 'ring', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['rings'],LightningDamagePercent4,"[{'id': 'lightning_damage_+%', 'max': 22, 'min': 18}]",[3]
LightningDamagePercent5,Striking,(23-26)% increased Lightning Damage,(23-26)% increased Lightning Damage,prefix,5,65,100,"[23, 26]","['elemental_damage', 'damage', 'elemental', 'lightning']",['LightningDamagePercentage'],LightningDamagePercentage,LightningDamagePercent5,[500],['krakenbull'],LightningDamagePercentage,True,False,"['damage', 'elemental', 'lightning']","['elemental_damage', 'damage', 'elemental', 'lightning']",[],"['ring', 'default']","[{'tag': 'ring', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['rings'],LightningDamagePercent5,"[{'id': 'lightning_damage_+%', 'max': 26, 'min': 23}]",[2]
LightningDamagePercent6,Smiting,(27-30)% increased Lightning Damage,(27-30)% increased Lightning Damage,prefix,6,75,100,"[27, 30]","['elemental_damage', 'damage', 'elemental', 'lightning']",['LightningDamagePercentage'],LightningDamagePercentage,LightningDamagePercent6,[500],['krakenbull'],LightningDamagePercentage,True,False,"['damage', 'elemental', 'lightning']","['elemental_damage', 'damage', 'elemental', 'lightning']",[],"['ring', 'default']","[{'tag': 'ring', 'weight': 1}, {'tag': 'default', 'weight': 0}]",['rings'],LightningDamagePercent6,"[{'id': 'lightning_damage_+%', 'max': 30, 'min': 27}]",[1]
AbyssModQuarterstaffUlamanPrefixLightningDamageShockMagnitude,Ulaman's,"(86-99)% increased Lightning Damage
(14-23)% increased Magnitude of Shock you inflict","(86-99)% increased Lightning Damage
(14-23)% increased Magnitude of Shock you inflict",prefix,1,65,100,"[86, 99]","['unveiled_mod', 'ulaman_mod', 'elemental', 'lightning', 'ailment']","['LightningDamagePercentagePrefix', 'ShockEffect']",LightningDamagePercentagePrefix,AbyssModQuarterstaffUlamanPrefixLightningDamageShockMagnitude,[1000],['spawn_weight'],LightningDamagePercentagePrefix,True,False,"['unveiled_mod', 'ulaman_mod', 'elemental', 'lightning', 'ailment']","['unveiled_mod', 'ulaman_mod', 'elemental', 'lightning', 'ailment']",[],"['warstaff', 'default', 'ulaman_mod']","[{'tag': 'warstaff', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]",['warstaves'],AbyssModQuarterstaffUlamanPrefixLightningDamageShockMagnitude,"[{'id': 'lightning_damage_+%', 'max': 99, 'min': 86}, {'id': 'shock_effect_+%', 'max': 23, 'min': 14}]",[1]
EssenceLightningRecoupLife1,of the Essence,(26-30)% of Lightning Damage taken Recouped as Life,(26-30)% of Lightning Damage taken Recouped as Life,suffix,99,72,100,"[26, 30]",[],['LightningDamageTakenRecoupedAsLife'],LightningDamageTakenRecoupedAsLife,EssenceLightningRecoupLife1,"[0, 0, 0, 0, 0, 0]","['official', 'official', 'official', 'official', 'official', 'official']",LightningDamageTakenRecoupedAsLife,True,True,[],,[],['default'],,"['gloves_dex', 'gloves_dex_int', 'gloves_int', 'gloves_str', 'gloves_str_dex', 'gloves_str_int']",EssenceLightningRecoupLife1,"[{'id': 'unknown', 'min': 26, 'max': 30}]","[99, 99, 99, 99, 99, 99]"
LightningResist1,of the Cloud,+(6-10)% to Lightning Resistance,+(6-10)% to Lightning Resistance,suffix,1,1,100,"[6, 10]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist1,"[{'id': 'base_lightning_damage_resistance_%', 'max': 10, 'min': 6}]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
LightningResist2,of the Squall,+(11-15)% to Lightning Resistance,+(11-15)% to Lightning Resistance,suffix,2,13,100,"[11, 15]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist2,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 950]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist2,"[{'id': 'base_lightning_damage_resistance_%', 'max': 15, 'min': 11}]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
LightningResist3,of the Storm,+(16-20)% to Lightning Resistance,+(16-20)% to Lightning Resistance,suffix,3,25,100,"[16, 20]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist3,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 900]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist3,"[{'id': 'base_lightning_damage_resistance_%', 'max': 20, 'min': 16}]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
LightningResist4,of the Thunderhead,+(21-25)% to Lightning Resistance,+(21-25)% to Lightning Resistance,suffix,4,37,100,"[21, 25]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist4,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 850]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist4,"[{'id': 'base_lightning_damage_resistance_%', 'max': 25, 'min': 21}]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
LightningResist5,of the Tempest,+(26-30)% to Lightning Resistance,+(26-30)% to Lightning Resistance,suffix,5,49,100,"[26, 30]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist5,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 800]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist5,"[{'id': 'base_lightning_damage_resistance_%', 'max': 30, 'min': 26}]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
LightningResist6,of the Maelstrom,+(31-35)% to Lightning Resistance,+(31-35)% to Lightning Resistance,suffix,6,60,100,"[31, 35]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist6,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 750]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist6,"[{'id': 'base_lightning_damage_resistance_%', 'max': 35, 'min': 31}]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
LightningResist7,of the Lightning,+(36-40)% to Lightning Resistance,+(36-40)% to Lightning Resistance,suffix,7,71,100,"[36, 40]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist7,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 700]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist7,"[{'id': 'base_lightning_damage_resistance_%', 'max': 40, 'min': 36}]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
LightningResist8,of Ephij,+(41-45)% to Lightning Resistance,+(41-45)% to Lightning Resistance,suffix,8,82,100,"[41, 45]","['elemental', 'lightning', 'resistance']",['LightningResistance'],LightningResistance,LightningResist8,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 650]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'spawn_weight']",LightningResistance,True,False,"['elemental', 'lightning', 'resistance']","['elemental', 'lightning', 'resistance']",[],"['armour', 'ring', 'amulet', 'belt', 'default']","[{'tag': 'armour', 'weight': 1}, {'tag': 'ring', 'weight': 1}, {'tag': 'amulet', 'weight': 1}, {'tag': 'belt', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['boots_int', 'boots_dex', 'boots_str', 'boots_dex_int', 'boots_str_int', 'boots_str_dex', 'helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex', 'body_armours_int', 'body_armours_dex', 'body_armours_str', 'body_armours_dex_int', 'body_armours_str_int', 'body_armours_str_dex', 'shields_str', 'shields_dex', 'shields_str_int', 'shields_str_dex', 'belts', 'rings', 'foci', 'gloves_int', 'gloves_dex', 'gloves_str', 'gloves_dex_int', 'gloves_str_int', 'gloves_str_dex', 'amulets', 'body_armours_str_dex_int']",LightningResist8,"[{'id': 'base_lightning_damage_resistance_%', 'max': 45, 'min': 41}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
AbyssModGenWeaponUlamanPrefixLightningPenetration,Ulaman's,Attacks with this Weapon Penetrate (15-25)% Lightning Resistance,Attacks with this Weapon Penetrate (15-25)% Lightning Resistance,prefix,1,65,100,"[15, 25]","['elemental_damage', 'unveiled_mod', 'ulaman_mod', 'damage', 'elemental', 'lightning', 'attack']",['LightningResistancePenetration'],LightningResistancePenetration,AbyssModGenWeaponUlamanPrefixLightningPenetration,"[1000, 1000, 1000, 1000, 1000, 1000, 1000]","['spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight', 'spawn_weight']",LightningResistancePenetration,True,False,"['unveiled_mod', 'ulaman_mod', 'damage', 'elemental', 'lightning', 'attack']","['elemental_damage', 'unveiled_mod', 'ulaman_mod', 'damage', 'elemental', 'lightning', 'attack']",[],"['weapon', 'default', 'ulaman_mod']","[{'tag': 'weapon', 'weight': 1}, {'tag': 'default', 'weight': 0}, {'tag': 'ulaman_mod', 'weight': 1}]","['bows', 'crossbows', 'one_hand_maces', 'two_hand_maces', 'spears', 'warstaves', 'talismans']",AbyssModGenWeaponUlamanPrefixLightningPenetration,"[{'id': 'local_lightning_penetration_%', 'max': 25, 'min': 15}]","[1, 1, 1, 1, 1, 1, 1]"
LightRadiusAndAccuracy1,of Shining,"5% increased Light Radius
+(10-20) to Accuracy Rating","5% increased Light Radius
+(10-20) to Accuracy Rating",suffix,1,8,100,"[5, 5]",['attack'],['LightRadiusAndAccuracy'],LightRadiusAndAccuracy,LightRadiusAndAccuracy1,"[1000, 1000, 1000, 1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull']",LightRadiusAndAccuracy,True,False,['attack'],['attack'],[],"['helmet', 'default']","[{'tag': 'helmet', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex']",LightRadiusAndAccuracy1,"[{'id': 'light_radius_+%', 'max': 5, 'min': 5}, {'id': 'accuracy_rating', 'max': 20, 'min': 10}]","[3, 3, 3, 3, 3, 3]"
LightRadiusAndAccuracy2,of Light,"10% increased Light Radius
+(21-40) to Accuracy Rating","10% increased Light Radius
+(21-40) to Accuracy Rating",suffix,2,15,100,"[10, 10]",['attack'],['LightRadiusAndAccuracy'],LightRadiusAndAccuracy,LightRadiusAndAccuracy2,"[1000, 1000, 1000, 1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull']",LightRadiusAndAccuracy,True,False,['attack'],['attack'],[],"['helmet', 'default']","[{'tag': 'helmet', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex']",LightRadiusAndAccuracy2,"[{'id': 'light_radius_+%', 'max': 10, 'min': 10}, {'id': 'accuracy_rating', 'max': 40, 'min': 21}]","[2, 2, 2, 2, 2, 2]"
LightRadiusAndAccuracy3,of Radiance,"15% increased Light Radius
+(41-60) to Accuracy Rating","15% increased Light Radius
+(41-60) to Accuracy Rating",suffix,3,30,100,"[15, 15]",['attack'],['LightRadiusAndAccuracy'],LightRadiusAndAccuracy,LightRadiusAndAccuracy3,"[1000, 1000, 1000, 1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull']",LightRadiusAndAccuracy,True,False,['attack'],['attack'],[],"['helmet', 'default']","[{'tag': 'helmet', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['helmets_int', 'helmets_dex', 'helmets_str', 'helmets_dex_int', 'helmets_str_int', 'helmets_str_dex']",LightRadiusAndAccuracy3,"[{'id': 'light_radius_+%', 'max': 15, 'min': 15}, {'id': 'accuracy_rating', 'max': 60, 'min': 41}]","[1, 1, 1, 1, 1, 1]"
LocalLightRadiusAndAccuracy1,of Shining,"5% increased Light Radius
+(10-20) to Accuracy Rating","5% increased Light Radius
+(10-20) to Accuracy Rating",suffix,1,8,100,"[5, 5]",['attack'],['LightRadiusAndAccuracy'],LightRadiusAndAccuracy,LocalLightRadiusAndAccuracy1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000]","['krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull', 'krakenbull']",LightRadiusAndAccuracy,True,False,['attack'],['attack'],[],"['weapon', 'default']","[{'tag': 'weapon', 'weight': 1}, {'tag': 'default', 'weight': 0}]","['spears', 'crossbows', 'bows', 'warstaves', 'two_hand_maces', 'one_hand_maces', 'talismans']",LocalLightRadiusAndAccuracy1,"[{'id': 'light_radius_+%', 'max': 5, 'min': 5}, {'id': 'local_accuracy_rating', 'max': 20, 'min': 10}]","[3, 3, 3, 3, 3, 3, 3]"
